time_s,phase,requested_cm_s,measured_cm_s,forward_cm,sideways_cm
1.050000000000000044e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.223339347862055178e+02,1.040956950348236347e+02,-5.793692535626081552e-01
1.060000000000000053e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.216899164393572477e+02,1.053161422735206401e+02,-5.915705777437173518e-01
1.070000000000000062e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.217943859774482291e+02,1.065339977060481402e+02,-6.089563858143989261e-01
1.080000000000000071e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.209706869182340512e+02,1.077451090839104211e+02,-6.289000242584344980e-01
1.090000000000000080e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.167513901083511882e+02,1.089322392607916328e+02,-6.525948078797155771e-01
1.100000000000000089e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.225129774527935638e+02,1.101378843380283854e+02,-6.712964513675796496e-01
1.110000000000000098e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.141616050543013472e+02,1.113136233618041473e+02,-7.025680052810059362e-01
1.120000000000000107e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.232957660390336230e+02,1.125457526657738470e+02,-7.103436727241378978e-01
1.130000000000000115e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.225131823433894596e+02,1.137735688969434165e+02,-7.226269200595559772e-01
1.140000000000000124e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.182951306642713689e+02,1.149755065893020429e+02,-7.358339141189196297e-01
1.150000000000000133e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.237865853638200093e+02,1.161936376327573157e+02,-7.584397169175229880e-01
1.159999999999999920e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.233359797800237061e+02,1.174198773571459640e+02,-7.803009293701060889e-01
1.169999999999999929e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.188083938387019174e+02,1.186284118625566180e+02,-8.030773049844890377e-01
1.179999999999999938e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.233684545090694371e+02,1.198464655704371040e+02,-8.158232968261464046e-01
1.189999999999999947e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.217554420033828393e+02,1.210535970187916206e+02,-8.280373699422515221e-01
1.199999999999999956e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.211731111026283543e+02,1.222693186053440400e+02,-8.357076147158224444e-01
1.209999999999999964e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.205650514522799313e+02,1.234767882326947728e+02,-8.491980318315273113e-01
1.219999999999999973e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.169083946215831986e+02,1.246616248604642436e+02,-8.664414543515278622e-01
1.229999999999999982e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.234124763936194142e+02,1.258736041511142787e+02,-8.828273622445157454e-01
1.239999999999999991e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.186455823310786428e+02,1.270795921930583745e+02,-8.993129165798410263e-01
1.250000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.232232847956317130e+02,1.282994694223223178e+02,-9.295423438400627347e-01
1.260000000000000009e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.230507068616431070e+02,1.295197652317823156e+02,-9.515440245067918745e-01
1.270000000000000018e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.225369275386653243e+02,1.307505731117410619e+02,-9.894886689721983375e-01
1.280000000000000027e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.213321477233963321e+02,1.319683912349365187e+02,-1.035825549032696413e+00
1.290000000000000036e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.166557773509976812e+02,1.331543150358069170e+02,-1.091521492274995841e+00
1.300000000000000044e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.222037013166331008e+02,1.343559866402642058e+02,-1.145108136703059776e+00
1.310000000000000053e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.168835752268015540e+02,1.355443117783944444e+02,-1.200583786139200360e+00
1.320000000000000062e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.221023847518448662e+02,1.367468949039300412e+02,-1.244277558571981190e+00
1.330000000000000071e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.210533312949548161e+02,1.379596129303911312e+02,-1.279277888226324489e+00
1.340000000000000080e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.166451422220474115e+02,1.391462918415539036e+02,-1.302850057710913223e+00
1.350000000000000089e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.222800143493185487e+02,1.403419668190418577e+02,-1.337386496015227078e+00
1.360000000000000098e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.200901156657014468e+02,1.415482266207558268e+02,-1.364675474925150622e+00
1.370000000000000107e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.189793200664452684e+02,1.427425630297294390e+02,-1.390159452762018466e+00
1.380000000000000115e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.187357443400778294e+02,1.439312605432887437e+02,-1.413619939168748507e+00
1.390000000000000124e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.153820352167260808e+02,1.451005355212630832e+02,-1.441052905909661286e+00
1.400000000000000133e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.218543348779793689e+02,1.462974307001536545e+02,-1.461032902192916261e+00
1.409999999999999920e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.172009316345752552e+02,1.474869443350560800e+02,-1.490813255695691453e+00
1.419999999999999929e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.175573019835872657e+02,1.486756863554129779e+02,-1.504532067295684117e+00
1.429999999999999938e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.217650819404710489e+02,1.498972501407219795e+02,-1.528381356478988318e+00
1.439999999999999947e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.211885082472149406e+02,1.511107883074150209e+02,-1.548041869184833663e+00
1.449999999999999956e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.216339730242884229e+02,1.523254950488390307e+02,-1.563049423974689489e+00
1.459999999999999964e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.175972453957221546e+02,1.535194092377783477e+02,-1.577707214290381410e+00
1.469999999999999973e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.228446632536389131e+02,1.547290475503381515e+02,-1.580187831164275858e+00
1.479999999999999982e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.179088166622035629e+02,1.559277953454947294e+02,-1.582615070851420391e+00
1.489999999999999991e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.174551407837303856e+02,1.571186378458385491e+02,-1.573468005546573734e+00
1.500000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.224890381369822592e+02,1.583254627002366419e+02,-1.575511076266864041e+00
1.510000000000000009e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.218131034412763114e+02,1.595436457579910154e+02,-1.581862119633474117e+00
1.520000000000000018e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227031377020222180e+02,1.607673313249723321e+02,-1.593410140438343170e+00
1.530000000000000027e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.228197755251015053e+02,1.619828928777194506e+02,-1.614156337083844761e+00
1.540000000000000036e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.224363643047577739e+02,1.632103389916348135e+02,-1.627641022117308767e+00
1.550000000000000044e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.223255848295108308e+02,1.644357565572423141e+02,-1.640582653820381598e+00
1.560000000000000053e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.181272388787339338e+02,1.656353642235029611e+02,-1.652113332104259147e+00
1.570000000000000062e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.243010798410506510e+02,1.668560212264228539e+02,-1.668703282536091903e+00
1.580000000000000071e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.226042801587141611e+02,1.680852298905380167e+02,-1.683778908521533113e+00
1.590000000000000080e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.221565409027335818e+02,1.693082571143582697e+02,-1.695619839465630330e+00
1.600000000000000089e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.182895729334606330e+02,1.705078833041787618e+02,-1.706943123079220026e+00
1.610000000000000098e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.235317488621299162e+02,1.717229203567665365e+02,-1.713197850835666225e+00
1.620000000000000107e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.180840198461641961e+02,1.729239964603126509e+02,-1.717367674080495510e+00
1.630000000000000115e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.223749088447826381e+02,1.741328915022592696e+02,-1.714256324845260249e+00
1.640000000000000124e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.212203779761650537e+02,1.753474150259001192e+02,-1.705720419081547146e+00
1.650000000000000133e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.212793527063699344e+02,1.765600255847545270e+02,-1.696163194612301695e+00
1.660000000000000142e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.179534726586371534e+02,1.777555429939199030e+02,-1.688611311632173484e+00
1.669999999999999929e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.232579182915608129e+02,1.789690576561793307e+02,-1.685606398157741381e+00
1.679999999999999938e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.179360127822347550e+02,1.801687254109044432e+02,-1.681911136200991974e+00
1.689999999999999947e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227901222785418724e+02,1.813697730897529823e+02,-1.682425888795376467e+00
1.699999999999999956e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.218686556103607472e+02,1.825822154319330650e+02,-1.673135466853457487e+00
1.709999999999999964e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.217370380716647844e+02,1.837863524480469835e+02,-1.651468842232657552e+00
1.719999999999999973e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.228572728468871844e+02,1.850126683064847555e+02,-1.628871113455786501e+00
1.729999999999999982e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.225622317329197557e+02,1.862400074407989052e+02,-1.599702928365114962e+00
1.739999999999999991e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.186581806979659461e+02,1.874449854155169533e+02,-1.573262908419199801e+00
1.750000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.246708419252110929e+02,1.886732253491460085e+02,-1.542160919796825125e+00
1.760000000000000009e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.231566258892508472e+02,1.899067211284471455e+02,-1.508075010642191183e+00
1.770000000000000018e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.220142729158855417e+02,1.911295617506320639e+02,-1.473911103391859934e+00
1.780000000000000027e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.179367042926960778e+02,1.923267217771487765e+02,-1.439481124275564961e+00
1.790000000000000036e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.234097110805941924e+02,1.935403844560838138e+02,-1.413306165570894501e+00
1.800000000000000044e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.187747772904637031e+02,1.947473107706053099e+02,-1.386580567074124248e+00
1.810000000000000053e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.196786934609598916e+02,1.959434954252394903e+02,-1.370607333019539853e+00
1.820000000000000062e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.231474763839892859e+02,1.971772181464002358e+02,-1.336393888044870693e+00
1.830000000000000071e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227478006939283688e+02,1.984067905098211497e+02,-1.297614800713266181e+00
1.840000000000000080e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227919653410044560e+02,1.996346984369019140e+02,-1.252811375402298477e+00
1.850000000000000089e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.196518414776936936e+02,2.008462194786941097e+02,-1.194758792483392229e+00
1.860000000000000098e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.187136673216284919e+02,2.020547635303711047e+02,-1.154184867588847307e+00
1.870000000000000107e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.239258446696721307e+02,2.032751655565188003e+02,-1.105924196295633655e+00
1.880000000000000115e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.225003165820004511e+02,2.044901732884219427e+02,-1.061435675787746780e+00
1.890000000000000124e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.221429455553588070e+02,2.057156850134793729e+02,-1.020794794203796263e+00
1.900000000000000133e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.219934064578919788e+02,2.069368219556346844e+02,-9.855460890348620717e-01
1.910000000000000142e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.224029040896689366e+02,2.081603891090597642e+02,-9.544089593339787347e-01
