time_s,x_m,y_m,vx_cm_s,vy_cm_s,speed_cm_s,phase,drift_m
0.0,0.03702192762632241,-0.035371145206474885,13.0241986788892,-12.171695077889126,17.826382479243776,STRAIGHT CRUISE,0.0
0.01,0.03986962265871412,-0.03652353421912769,36.84840114141024,-11.018109262066256,38.4604133933726,STRAIGHT CRUISE,0.0
0.02,0.04176259476583789,-0.03768424863419026,8.96984791481483,-11.74505043987215,14.778510799469915,STRAIGHT CRUISE,0.0
0.03,0.04370356808121314,-0.03888857716594323,23.896311361375595,-13.689505290228604,27.539721345195296,STRAIGHT CRUISE,0.0
0.04,0.04507012198647484,-0.04004941833801176,6.8645703614981795,-10.15789001301794,12.259896237918527,STRAIGHT CRUISE,0.0
0.05,0.04635042505559305,-0.0410160491709867,16.775881432126667,-9.473754550296572,19.266089979651746,STRAIGHT CRUISE,0.0
0.06,0.04800929344117207,-0.04198716723027428,16.15347009945254,-9.880072160716306,18.935427699285505,STRAIGHT CRUISE,0.0
0.07,0.050235826950024265,-0.042915500895641626,24.43740462600634,-9.099487034541959,26.076568201106394,STRAIGHT CRUISE,0.0
0.08,0.053166815872422786,-0.04377959606746991,32.163351842849906,-8.359284119786805,33.231894811495124,STRAIGHT CRUISE,0.0
0.09,0.05674439716035823,-0.04457554547656632,36.84852923317072,-7.820730960903566,37.66932358578626,STRAIGHT CRUISE,0.0
0.1,0.06041273140437609,-0.0454302086078955,38.17740539136863,-8.018291573771196,39.01034839858409,STRAIGHT CRUISE,0.0
0.11,0.0644492392918768,-0.0461937148284821,41.664057096508024,-7.435666514942641,42.32236749359043,STRAIGHT CRUISE,0.0
0.12,0.06885572497613592,-0.046914414765834696,45.42087440645658,-7.09538623335892,45.97173411616797,STRAIGHT CRUISE,0.0
0.13,0.0736420487408201,-0.04759539806980287,49.321572327962635,-6.650407417958233,49.76791552523858,STRAIGHT CRUISE,0.0
0.14,0.07884577438452124,-0.04822625194101882,53.677030956318816,-6.116834215785218,54.024432557029314,STRAIGHT CRUISE,0.0
0.15,0.08451747586382327,-0.048798146037051605,58.568048091709876,-5.466328092904077,58.822589199151324,STRAIGHT CRUISE,0.0
0.16,0.09048190223581924,-0.04931610879082327,59.95422081931417,-5.008010302745931,60.16301821919754,STRAIGHT CRUISE,0.0
0.17,0.09716895568395724,-0.04975489339119525,71.08508658366168,-3.9884402349822308,71.19689031211055,STRAIGHT CRUISE,0.0
0.18,0.10411824146079131,-0.05016935142681451,67.28340476200133,-4.467626483266521,67.43156710889409,STRAIGHT CRUISE,0.0
0.19,0.11130891107778226,-0.050574168921451536,74.38443166384452,-3.720657274651065,74.47742587192828,STRAIGHT CRUISE,0.0
0.2,0.11850084896440742,-0.05099462673817999,69.69841191248611,-4.484577515679447,69.84253760149844,STRAIGHT CRUISE,0.0
0.21,0.1258615491324018,-0.05138766717009741,73.82565631746722,-3.8790617610895306,73.92749590545546,STRAIGHT CRUISE,0.0
0.22,0.13327137122909338,-0.05177076327746233,73.69539608810429,-3.8348591632956563,73.79510518581085,STRAIGHT CRUISE,0.0
0.23,0.1403484632056235,-0.05209243641246432,68.6014952097651,-2.759974696960529,68.65699239948752,STRAIGHT CRUISE,0.0
0.24,0.14754068336872062,-0.05245344767385357,73.95364803583635,-4.007892766711333,74.06217160087746,STRAIGHT CRUISE,0.0
0.25,0.15474361321435906,-0.052751029943513154,70.60138646174923,-2.3320263105108103,70.63989040927359,STRAIGHT CRUISE,0.0
0.26,0.16231954654458874,-0.053056457578170874,77.36299979372761,-3.226942846293375,77.43027119426576,STRAIGHT CRUISE,0.0
0.27,0.1703013776392903,-0.05338422687747973,81.0893802927992,-3.3284580531034904,81.15766278843596,STRAIGHT CRUISE,0.0
0.28,0.1786653926976366,-0.053745754791440656,84.39574734944763,-4.073534241138793,84.49399891048789,STRAIGHT CRUISE,0.0
0.29,0.18711409114301486,-0.05423349419402411,85.87322275756158,-4.660012632915701,85.9995703739776,STRAIGHT CRUISE,0.0
0.3,0.19568205479257014,-0.05475021304444377,85.46121853263887,-5.44866703974891,85.63473504129912,STRAIGHT CRUISE,0.0
0.31,0.2042435505332658,-0.05533610219811477,85.54836268390541,-6.068606158723432,85.76333912929647,STRAIGHT CRUISE,0.0
0.32,0.21259196743902367,-0.05598351299726058,81.65302382809968,-6.720556646657448,81.92912901961759,STRAIGHT CRUISE,0.0
0.33,0.2211871573281291,-0.056633246731534595,88.5011094698242,-6.396849409079364,88.73199005855919,STRAIGHT CRUISE,0.0
0.34,0.2295704218090125,-0.057161281890312284,80.37753445449619,-4.483109537366934,80.50246155309632,STRAIGHT CRUISE,0.0
0.35000000000000003,0.23844021632499018,-0.05776497840745087,92.08046431948628,-6.260582367552213,92.29304849701896,STRAIGHT CRUISE,0.0
0.36,0.24759174826445818,-0.05845093943731576,90.7125836162901,-7.140737872241464,90.99320284341292,STRAIGHT CRUISE,0.0
0.37,0.25728704197050795,-0.05913414223569807,97.42904272426185,-6.7628833308940015,97.66347811292266,STRAIGHT CRUISE,0.0
0.38,0.2669662942365397,-0.05980168638793542,96.33329577129503,-6.561588479577707,96.55650323792352,STRAIGHT CRUISE,0.0
0.39,0.2767108825378502,-0.06045154506617763,97.55365487378877,-6.381104462624848,97.76213005759043,STRAIGHT CRUISE,0.0
0.4,0.2864406087676083,-0.06107592049504657,97.02959421825989,-6.2140818570088925,97.22837532061193,STRAIGHT CRUISE,0.0
0.41000000000000003,0.29589555148865965,-0.06171855525466644,92.68249716876667,-6.568614311935993,92.91497175061409,STRAIGHT CRUISE,0.0
0.42,0.3055500849357974,-0.06241782000668893,99.2562671350466,-6.867030077108074,99.49353078297925,STRAIGHT CRUISE,0.0
0.43,0.3150240498658968,-0.06301873676963464,91.38767876228776,-5.347297848026914,91.54398627891739,STRAIGHT CRUISE,0.0
0.44,0.32496548650788626,-0.06377402635368416,102.21988680821158,-8.004467639247217,102.53280821898592,STRAIGHT CRUISE,0.0
0.45,0.33496597869419753,-0.06460300043393058,98.30433523464713,-8.476156141260427,98.66908101759594,STRAIGHT CRUISE,0.0
0.46,0.34524940253061903,-0.06548417733216384,105.21872185613688,-8.912250407294897,105.59549060618745,STRAIGHT CRUISE,0.0
0.47000000000000003,0.355692404331194,-0.06640949969197531,105.64852953428871,-9.426448619234655,106.06823146601694,STRAIGHT CRUISE,0.0
0.48,0.36632727268295756,-0.06738539902669999,106.7507990048071,-9.874270492056558,107.20650309526482,STRAIGHT CRUISE,0.0
0.49,0.3768556028505174,-0.06840652861874776,103.91925024245828,-10.655170968610983,104.46407631011243,STRAIGHT CRUISE,0.0
0.5,0.3877156677248734,-0.06935938420996945,111.32498350583397,-8.873466333746235,111.67806569488181,STRAIGHT CRUISE,0.0
0.51,0.3986752296877851,-0.07031032841738051,107.71565040451326,-10.033591604829846,108.18194998501286,STRAIGHT CRUISE,0.0
0.52,0.4097048334239837,-0.07110384679047013,108.62348884785706,-7.217097585002474,108.86298189482031,STRAIGHT CRUISE,0.0
0.53,0.4209817994117034,-0.07193505775623393,115.08126861357377,-9.03629925592857,115.43549319837558,STRAIGHT CRUISE,0.0
0.54,0.4323438059185487,-0.0727903826551081,113.14765091420283,-8.417735353261447,113.46034186392993,STRAIGHT CRUISE,0.0
0.55,0.443614369871295,-0.07360398305642142,112.3828115624986,-7.964933940667292,112.66470834902678,STRAIGHT CRUISE,0.0
0.56,0.45484355855106307,-0.07437988849584758,112.1163998282506,-7.613203588803444,112.37458778270432,STRAIGHT CRUISE,0.0
0.5700000000000001,0.4655148033734754,-0.07524715326027931,102.90007314494294,-9.46114643169285,103.3341102687614,STRAIGHT CRUISE,0.0
0.58,0.4765569509176558,-0.0760326448952325,113.16930747620555,-7.6072944882401075,113.42470226575321,STRAIGHT CRUISE,0.0
0.59,0.48762676924414283,-0.07671557705578973,108.86799783594205,-6.47421805120911,109.06033399995292,STRAIGHT CRUISE,0.0
0.6,0.4988558491374127,-0.07733079115169296,114.28454246505235,-5.965752556149936,114.44014527257278,STRAIGHT CRUISE,0.0
0.61,0.5100977570740356,-0.07786988036112416,111.0980120991359,-5.075318673688562,111.2138802129448,STRAIGHT CRUISE,0.0
0.62,0.5216349058737755,-0.07835660996704698,117.98508244002215,-4.8299322469798796,118.08390205226638,STRAIGHT CRUISE,0.0
0.63,0.5332066096159944,-0.07882375847405536,116.30702553413545,-4.721323446909919,116.40281389935718,STRAIGHT CRUISE,0.0
0.64,0.5446790800740537,-0.07921308755477778,112.77738476770625,-3.2339318809527264,112.82374231718208,STRAIGHT CRUISE,0.0
0.65,0.5562056778377041,-0.07968940840109395,116.25079927508733,-5.985620598018147,116.40479365576,STRAIGHT CRUISE,0.0
0.66,0.5679823665005322,-0.0801101338678563,118.01040429335636,-3.097547771383829,118.05104965089225,STRAIGHT CRUISE,0.0
0.67,0.5799526232700775,-0.08062116829268302,117.68130094349323,-5.711799826857039,117.8198338524338,STRAIGHT CRUISE,0.0
0.68,0.5921906474249683,-0.08103270096229989,122.59579529884894,-3.8773524864440247,122.65709472860267,STRAIGHT CRUISE,0.0
0.6900000000000001,0.6045342619351726,-0.08139683889268416,123.83167998317273,-3.5461461973153745,123.88244476239414,STRAIGHT CRUISE,0.0
