time_s,phase,core_height_cm,vertical_speed_cm_s,ground_contact,x_cm,vx_cm_s
1.989999999999999991e+00,5.000000000000000000e+00,1.651543858209860716e+01,-3.213456088667893340e+00,1.000000000000000000e+00,3.355061578080411522e+01,2.032719925298977159e+00
2.000000000000000000e+00,5.000000000000000000e+00,1.649442715316297381e+01,-1.067308255506199677e+00,1.000000000000000000e+00,3.357186162186583545e+01,2.176348818204174584e+00
2.009999999999999787e+00,5.000000000000000000e+00,1.650205086454414527e+01,1.887968373598732041e+00,1.000000000000000000e+00,3.359394120475398893e+01,2.212102620403881392e+00
2.020000000000000018e+00,5.000000000000000000e+00,1.652946645732678732e+01,2.947319270176138151e+00,1.000000000000000000e+00,3.361572036474809977e+01,2.145555587870965564e+00
2.029999999999999805e+00,5.000000000000000000e+00,1.655185667170547958e+01,1.509530894477854934e+00,1.000000000000000000e+00,3.363653538688430444e+01,2.036373144074453467e+00
2.040000000000000036e+00,5.000000000000000000e+00,1.655219939988416300e+01,-9.640019789582069398e-01,1.000000000000000000e+00,3.365617954806728562e+01,1.915923394529002843e+00
2.049999999999999822e+00,5.000000000000000000e+00,1.653121006657205427e+01,-2.635874704694665116e+00,1.000000000000000000e+00,3.367458535878664350e+01,1.789209053051594056e+00
2.059999999999999609e+00,5.000000000000000000e+00,1.650564668110581934e+01,-2.190808713538969776e+00,1.000000000000000000e+00,3.369168578122713598e+01,1.657560042960971147e+00
2.069999999999999840e+00,5.000000000000000000e+00,1.649577805778149653e+01,-7.693223549384642368e-02,1.000000000000000000e+00,3.370753498334823206e+01,1.539366441841162336e+00
2.079999999999999627e+00,5.000000000000000000e+00,1.650626967265934653e+01,1.591148246058795124e+00,1.000000000000000000e+00,3.372235362063221942e+01,1.447316245431366166e+00
2.089999999999999858e+00,5.000000000000000000e+00,1.652205325924218471e+01,1.294601250682472893e+00,1.000000000000000000e+00,3.373639898050806352e+01,1.377904015703976359e+00
2.099999999999999645e+00,5.000000000000000000e+00,1.652502935426584330e+01,-4.777825111409509384e-01,1.000000000000000000e+00,3.374977025234859696e+01,1.308822887764832466e+00
2.109999999999999876e+00,5.000000000000000000e+00,1.650952407244011155e+01,-2.090690188408022898e+00,1.000000000000000000e+00,3.376236517230583445e+01,1.225658795772820664e+00
2.119999999999999662e+00,5.000000000000000000e+00,1.648637506843471812e+01,-2.244225096856302670e+00,1.000000000000000000e+00,3.377410663435843929e+01,1.138967975021341950e+00
2.129999999999999893e+00,5.000000000000000000e+00,1.647065084055503092e+01,-9.937061576999757229e-01,1.000000000000000000e+00,3.378494423732970375e+01,1.046901863353242312e+00
2.139999999999999680e+00,5.000000000000000000e+00,1.647026880078110267e+01,5.355602842486121284e-01,1.000000000000000000e+00,3.379490262902720588e+01,9.651975645287004246e-01
2.149999999999999911e+00,5.000000000000000000e+00,1.648002427430741079e+01,1.093586658150299318e+00,1.000000000000000000e+00,3.380427319653985307e+01,9.255580129699014780e-01
2.159999999999999698e+00,5.000000000000000000e+00,1.648796733316072860e+01,4.806961418263459018e-01,1.000000000000000000e+00,3.381359159461805319e+01,9.438660337185406091e-01
2.169999999999999929e+00,5.000000000000000000e+00,1.648671504520791231e+01,-5.291619846151055517e-01,1.000000000000000000e+00,3.382344351175798636e+01,1.020064487786787932e+00
2.179999999999999716e+00,5.000000000000000000e+00,1.647718288549936005e+01,-1.134278234114016959e+00,1.000000000000000000e+00,3.383436922642443534e+01,1.147426344250336960e+00
2.189999999999999947e+00,5.000000000000000000e+00,1.646676718718443411e+01,-8.650781478178628525e-01,1.000000000000000000e+00,3.384684469397849682e+01,1.319026014971838467e+00
2.199999999999999734e+00,5.000000000000000000e+00,1.646290160073045783e+01,-3.279693548528189728e-02,1.000000000000000000e+00,3.386120220489333121e+01,1.515747068825603394e+00
2.209999999999999964e+00,5.000000000000000000e+00,1.646718646946643361e+01,6.654100397944905376e-01,1.000000000000000000e+00,3.387753836304381139e+01,1.709528946367310676e+00
2.219999999999999751e+00,5.000000000000000000e+00,1.647433943646442245e+01,6.406809775123246675e-01,1.000000000000000000e+00,3.389565332634966666e+01,1.875144145331310686e+00
2.229999999999999982e+00,5.000000000000000000e+00,1.647731275305823573e+01,2.395492976340379832e-02,1.000000000000000000e+00,3.391524801091502894e+01,2.012940583250728110e+00
2.239999999999999769e+00,5.000000000000000000e+00,1.647322174136614237e+01,-6.719522838604269355e-01,1.000000000000000000e+00,3.393614453736991265e+01,2.140669833183704629e+00
