time_s,forward_cm,sideways_cm,forward_speed_cm_s
3.409999999999834941e+00,3.890852674684730914e+02,-1.099586107209114205e+00,1.221350902607261588e+02
3.419999999999833840e+00,3.902904503105402227e+02,-1.187174445834579872e+00,1.210909815120429585e+02
3.429999999999832738e+00,3.914947545838441556e+02,-1.282040615884161738e+00,1.199654499429546348e+02
3.439999999999831637e+00,3.926918142677542960e+02,-1.382917252402173558e+00,1.195351500567008145e+02
3.449999999999830536e+00,3.938815118329560505e+02,-1.491044831861607411e+00,1.196487730525497710e+02
3.459999999999829434e+00,3.950422094610553927e+02,-1.595215910331449605e+00,1.151898848830503255e+02
3.469999999999828333e+00,3.962244449509704509e+02,-1.683318327578954943e+00,1.199230967144283824e+02
3.479999999999827232e+00,3.973954457222267251e+02,-1.774402178695751120e+00,1.151567437404389551e+02
3.489999999999826130e+00,3.985814066200627508e+02,-1.852275757042360471e+00,1.189117946313326399e+02
3.499999999999825029e+00,3.997668431071412556e+02,-1.933997782550759714e+00,1.182088279162277757e+02
3.509999999999823928e+00,4.009493442104480323e+02,-2.019929814202044760e+00,1.182606722775500145e+02
3.519999999999822826e+00,4.021368862322217979e+02,-2.109174665132482751e+00,1.191521250227871320e+02
3.529999999999821725e+00,4.033050200692868543e+02,-2.202889177336025739e+00,1.156506522086262976e+02
3.539999999999820623e+00,4.045063612585703936e+02,-2.288636814798326036e+00,1.225256096835873905e+02
3.549999999999819522e+00,4.057066095259094709e+02,-2.380637825121468598e+00,1.183332006313523976e+02
3.559999999999818421e+00,4.069235173914781285e+02,-2.461268155842953220e+00,1.232571747288841806e+02
3.569999999999817319e+00,4.081446640996307451e+02,-2.537406936476209296e+00,1.225528054131052897e+02
3.579999999999816218e+00,4.093588814127860473e+02,-2.611190887655329362e+00,1.215973331795156156e+02
3.589999999999815117e+00,4.105713320149258152e+02,-2.673815316899326167e+00,1.210382890684746542e+02
3.599999999999814015e+00,4.117802863486493266e+02,-2.729774095258941102e+00,1.209831455680937040e+02
3.609999999999812914e+00,4.129668597148411209e+02,-2.794838206046741824e+00,1.168203479019926476e+02
3.619999999999811813e+00,4.141714627312297807e+02,-2.852311734320685410e+00,1.223985925819095542e+02
3.629999999999810711e+00,4.153702751019757216e+02,-2.923465866899532362e+00,1.180804654419828097e+02
3.639999999999809610e+00,4.165910185083538977e+02,-2.989271704235157312e+00,1.217457907113574009e+02
3.649999999999808509e+00,4.178045126942923844e+02,-3.067758220178602890e+00,1.211328754763749629e+02
3.659999999999807407e+00,4.189949021669635272e+02,-3.148895890393780483e+00,1.170308245293242919e+02
3.669999999999806306e+00,4.202110716072929222e+02,-3.230735887125361749e+00,1.211208921757872332e+02
3.679999999999805205e+00,4.214144953310769210e+02,-3.309507620619271506e+00,1.200196521831551593e+02
3.689999999999804103e+00,4.225876718941030958e+02,-3.396604487587975285e+00,1.155738690627654819e+02
3.699999999999803002e+00,4.237773657511436340e+02,-3.471266181262722128e+00,1.209903130380581615e+02
3.709999999999801901e+00,4.249616174941562008e+02,-3.551520386130212703e+00,1.166164910736200824e+02
3.719999999999800799e+00,4.261529751516304714e+02,-3.628111556570714935e+00,1.207147938421393860e+02
3.729999999999799698e+00,4.273524662790842967e+02,-3.704937072878079274e+00,1.197370864876680798e+02
3.739999999999798597e+00,4.285495365717862910e+02,-3.784711798038474573e+00,1.197641097433844521e+02
3.749999999999797495e+00,4.297286971705502197e+02,-3.862956120675963501e+00,1.162161455918281376e+02
3.759999999999796394e+00,4.309270685640381657e+02,-3.935246281256724821e+00,1.218009970815106016e+02
3.769999999999795293e+00,4.321325150619461510e+02,-4.005847435990075311e+00,1.215140310482541395e+02
3.779999999999794191e+00,4.333288112104687571e+02,-4.090507885080771011e+00,1.179655574140140288e+02
3.789999999999793090e+00,4.345376869125756230e+02,-4.153023609205506617e+00,1.212778007539962175e+02
3.799999999999791989e+00,4.357467896493384956e+02,-4.215100126036841921e+00,1.205182498349328881e+02
3.809999999999790887e+00,4.369501129027322577e+02,-4.279356503557583125e+00,1.202371278813412232e+02
3.819999999999789786e+00,4.381548541977339823e+02,-4.345473964623516316e+00,1.206744301694605781e+02
3.829999999999788685e+00,4.393489756937296420e+02,-4.417489868676931941e+00,1.183845966070307725e+02
3.839999999999787583e+00,4.405693087617736410e+02,-4.480920678802044144e+00,1.239049800024186538e+02
3.849999999999786482e+00,4.417827835732571202e+02,-4.551745205112717407e+00,1.195367333136440067e+02
3.859999999999785381e+00,4.430215866534451834e+02,-4.604361951297701872e+00,1.234731599847173129e+02
3.869999999999784279e+00,4.442345423909928286e+02,-4.659964303673985953e+00,1.225454994222081666e+02
3.879999999999783178e+00,4.454630415723192414e+02,-4.707776979238945003e+00,1.226550262081051130e+02
3.889999999999782077e+00,4.466896829892688743e+02,-4.750158505174534085e+00,1.227378113167876705e+02
3.899999999999780975e+00,4.479190183119092126e+02,-4.790123411282752208e+00,1.227867561639988310e+02
3.909999999999780318e+00,4.491422144312721798e+02,-4.829417718157618999e+00,1.220035164500395553e+02
3.919999999999779217e+00,4.503383449102290683e+02,-4.874392298627458153e+00,1.178258639394214242e+02
3.929999999999778115e+00,4.515533506696251607e+02,-4.899594827081537929e+00,1.236490836352936782e+02
3.939999999999777014e+00,4.527725053198273599e+02,-4.921722786989762177e+00,1.226260713659236501e+02
3.949999999999775913e+00,4.539942365348262001e+02,-4.931877666218899670e+00,1.219216421020594083e+02
3.959999999999774811e+00,4.551890931878858737e+02,-4.938977776346184179e+00,1.176746400392377723e+02
3.969999999999773710e+00,4.564004386285110400e+02,-4.944717758556753218e+00,1.231116612336277285e+02
3.979999999999772609e+00,4.576094717330385038e+02,-4.954091067071257015e+00,1.221283603360692211e+02
3.989999999999771507e+00,4.588355765777878332e+02,-4.967107679490501582e+00,1.225292610223317666e+02
3.999999999999770406e+00,4.600492629930484441e+02,-4.993747055122852885e+00,1.229548570219160837e+02
4.009999999999769749e+00,4.612879251813599808e+02,-5.017710086511123713e+00,1.239383243310047078e+02
4.019999999999768647e+00,4.625306635314202026e+02,-5.043823229804290875e+00,1.242848807733566616e+02
4.029999999999767546e+00,4.637748314006182113e+02,-5.069366371461577536e+00,1.241594675790030919e+02
4.039999999999766445e+00,4.649881013558143650e+02,-5.094136620990992625e+00,1.192257673417030048e+02
4.049999999999765343e+00,4.662195326207328208e+02,-5.115372434440583760e+00,1.237178379705555500e+02
4.059999999999764242e+00,4.674506821960841876e+02,-5.132022325234181004e+00,1.228109385820000909e+02
4.069999999999763141e+00,4.686547235093734685e+02,-5.151809135825477171e+00,1.186080339952407599e+02
4.079999999999762039e+00,4.698720002276660352e+02,-5.161978869363513134e+00,1.236385479087158643e+02
4.089999999999760938e+00,4.710972384480504047e+02,-5.175918348670002445e+00,1.231009790525965997e+02
4.099999999999759837e+00,4.723225371628587936e+02,-5.193020722061208794e+00,1.221195251443445926e+02
4.109999999999758735e+00,4.735180067095491268e+02,-5.212587669107851873e+00,1.176626404901816301e+02
4.119999999999757634e+00,4.747437755943543038e+02,-5.238807643276196302e+00,1.225217491838076995e+02
4.129999999999756533e+00,4.759696344575666558e+02,-5.264523413068437740e+00,1.225742511891991313e+02
4.139999999999755431e+00,4.771775347681449944e+02,-5.299840996995444087e+00,1.216179821608607057e+02
4.149999999999754330e+00,4.783766838802991401e+02,-5.323741402862528282e+00,1.183353688483007176e+02
4.159999999999753229e+00,4.795998979634368311e+02,-5.337460627488215259e+00,1.243740336215627593e+02
4.169999999999752127e+00,4.808136417402895404e+02,-5.351319860315732591e+00,1.194277110461678433e+02
4.179999999999751026e+00,4.820458434829827752e+02,-5.348348582889843605e+00,1.235190625716817294e+02
4.189999999999749924e+00,4.832747561544538257e+02,-5.337104764385768085e+00,1.224711684523057471e+02
4.199999999999748823e+00,4.844910486499172748e+02,-5.326173026929343912e+00,1.211751036949679161e+02
4.209999999999747722e+00,4.857049035033639939e+02,-5.310870133149573569e+00,1.213890344943023223e+02
4.219999999999746620e+00,4.868974172276191439e+02,-5.292191292878852593e+00,1.174140115980238477e+02
4.229999999999745519e+00,4.881037609574251519e+02,-5.272622518721551188e+00,1.228850840439746008e+02
4.239999999999744418e+00,4.893006518942970047e+02,-5.253324587276427593e+00,1.176623561717284048e+02
4.249999999999743316e+00,4.905136184578137204e+02,-5.232669887407724651e+00,1.216784226668132192e+02
4.259999999999742215e+00,4.917274967312613967e+02,-5.213794067878962935e+00,1.211656916060218663e+02
4.269999999999741114e+00,4.929183822203133900e+02,-5.191712633745799721e+00,1.174769851501813491e+02
4.279999999999740012e+00,4.941448038890279122e+02,-5.177865690209978666e+00,1.236174817477760257e+02
4.289999999999738911e+00,4.953558357146811204e+02,-5.175986772573149430e+00,1.191585895418553633e+02
4.299999999999737810e+00,4.965873785902172699e+02,-5.161764450515015312e+00,1.249255133829058906e+02
4.309999999999736708e+00,4.978199021516662128e+02,-5.155150860584098105e+00,1.237471494830988377e+02
4.319999999999735607e+00,4.990512217693820389e+02,-5.153581859679741584e+00,1.227900109183256632e+02
4.329999999999734506e+00,5.002760828612678097e+02,-5.161397071631608213e+00,1.224676628146196293e+02
4.339999999999733404e+00,5.014807202085558515e+02,-5.180377091213276053e+00,1.188853229353993726e+02
4.349999999999732303e+00,5.027062041714455631e+02,-5.206397907581394868e+00,1.245650039626856795e+02
4.359999999999731202e+00,5.039306487067588591e+02,-5.243397263722862078e+00,1.237351500659084564e+02
4.369999999999730100e+00,5.051483655312589462e+02,-5.295666900381956310e+00,1.198778123023366078e+02
4.379999999999728999e+00,5.063709672956856593e+02,-5.335317929349155719e+00,1.236319201639327900e+02
4.389999999999727898e+00,5.075979121767443303e+02,-5.376818233973339467e+00,1.221536147856135699e+02
4.399999999999726796e+00,5.088107319011653544e+02,-5.422729006420139442e+00,1.210750538719972127e+02
4.409999999999725695e+00,5.100184367916456836e+02,-5.472197224203323884e+00,1.204748104174220771e+02
4.419999999999724594e+00,5.111990342863612682e+02,-5.529175837127930038e+00,1.163030202793942038e+02
4.429999999999723492e+00,5.124000449990486459e+02,-5.584122608330043036e+00,1.221432425568028037e+02
4.439999999999722391e+00,5.135943563797262641e+02,-5.649668956278549814e+00,1.175397307798097302e+02
4.449999999999721290e+00,5.148030715046792238e+02,-5.714907674804958759e+00,1.212874450282888574e+02
4.459999999999720188e+00,5.160109853679184653e+02,-5.784731096660779670e+00,1.204536680043604520e+02
4.469999999999719087e+00,5.172136362857236236e+02,-5.850112783700945229e+00,1.200711270591362023e+02
4.479999999999717986e+00,5.184123716107001201e+02,-5.913051655193930500e+00,1.197421743689705238e+02
4.489999999999716884e+00,5.195628360030779049e+02,-5.983322018022033895e+00,1.114840647164879499e+02
4.499999999999715783e+00,5.207580482127320920e+02,-6.031512554224619294e+00,1.210568800608112525e+02
4.509999999999714682e+00,5.219497156700585947e+02,-6.084583067604463658e+00,1.200868599826985417e+02
4.519999999999713580e+00,5.231480823813905090e+02,-6.131474896239294203e+00,1.193720690772626085e+02
4.529999999999712479e+00,5.243394519198093349e+02,-6.187302964738379707e+00,1.190002843496496183e+02
4.539999999999711378e+00,5.255321803592269134e+02,-6.251213119987632183e+00,1.194250592821709915e+02
4.549999999999710276e+00,5.267128521616377839e+02,-6.314438172938487526e+00,1.199540616849324408e+02
4.559999999999709175e+00,5.279009648028722950e+02,-6.383356928355348181e+00,1.175077046987177454e+02
4.569999999999708074e+00,5.291104665325260612e+02,-6.436879819812873826e+00,1.227187419903281125e+02
4.579999999999706972e+00,5.303125842946577677e+02,-6.490844412376831407e+00,1.183320226352783493e+02
4.589999999999705871e+00,5.315277721695357513e+02,-6.527486143217125836e+00,1.231045541642289436e+02
4.599999999999704769e+00,5.327381135976238511e+02,-6.568920431736986920e+00,1.218379114275198987e+02
4.609999999999703668e+00,5.339561086263533980e+02,-6.603020269230945871e+00,1.214246508412296350e+02
4.619999999999702567e+00,5.351620902393783581e+02,-6.642741657885842699e+00,1.207771158429231946e+02
4.629999999999701465e+00,5.363758517713507672e+02,-6.680534433147224505e+00,1.217330235213003107e+02
4.639999999999700364e+00,5.375803835196243199e+02,-6.724299694764693136e+00,1.194314960608916891e+02
4.649999999999699263e+00,5.388102884488887412e+02,-6.753439282509318353e+00,1.248842305954407408e+02
4.659999999999698161e+00,5.400350446088674516e+02,-6.786854719569840100e+00,1.207032679369996799e+02
4.669999999999697060e+00,5.412745272136072572e+02,-6.805305200573713797e+00,1.255611897592885100e+02
4.679999999999695959e+00,5.425187599083811847e+02,-6.821658323760944498e+00,1.240489885547277709e+02
4.689999999999694857e+00,5.437300949277257587e+02,-6.831925044136699654e+00,1.189683352078085647e+02
4.699999999999693756e+00,5.449675691352179001e+02,-6.838175614801436986e+00,1.234734101484224169e+02
4.709999999999692655e+00,5.461964350867561961e+02,-6.843717319114094089e+00,1.227329148640191647e+02
4.719999999999691553e+00,5.474035188186448977e+02,-6.858415964265784481e+00,1.191089348735800968e+02
4.729999999999690452e+00,5.486310747622941335e+02,-6.859749967459451092e+00,1.245955478260558209e+02
4.739999999999689351e+00,5.498422408946298674e+02,-6.873456424806113851e+00,1.191491089775698100e+02
4.749999999999688249e+00,5.510702415821758677e+02,-6.878192691645811152e+00,1.222846755201945683e+02
4.759999999999687148e+00,5.522868480948164915e+02,-6.893340157196700346e+00,1.214085638841443853e+02
4.769999999999686047e+00,5.534789670373201034e+02,-6.912469287795329542e+00,1.175055865095517902e+02
4.779999999999684945e+00,5.546994700112086321e+02,-6.930454448357608044e+00,1.244755691206948001e+02
4.789999999999683844e+00,5.559124634055111756e+02,-6.949590018098179556e+00,1.194544253247131138e+02
4.799999999999682743e+00,5.571652639466697110e+02,-6.961822048963830945e+00,1.249382619836658392e+02
4.809999999999681641e+00,5.583853179950377807e+02,-6.989244743073505184e+00,1.203182684350398119e+02
4.819999999999680540e+00,5.596198975010446475e+02,-6.997397885830880071e+00,1.235200216796949064e+02
4.829999999999679439e+00,5.608491865455956713e+02,-7.010489987658152344e+00,1.224912197026972080e+02
4.839999999999678337e+00,5.620731478869572584e+02,-7.027842408368442761e+00,1.224006691852603979e+02
4.849999999999677236e+00,5.632815759734925223e+02,-7.054219510323572528e+00,1.194950892483500411e+02
4.859999999999676135e+00,5.645084740201251634e+02,-7.078444355853904746e+00,1.245420492092883791e+02
4.869999999999675033e+00,5.657255645632592405e+02,-7.110651448159329924e+00,1.198028846300232431e+02
4.879999999999673932e+00,5.669644194449524548e+02,-7.129139283865202792e+00,1.240421848092761792e+02
4.889999999999672831e+00,5.681908559705982498e+02,-7.147784697549150579e+00,1.231942509967431221e+02
4.899999999999671729e+00,5.694202990541992904e+02,-7.159354921250288051e+00,1.227254789723950807e+02
4.909999999999670628e+00,5.706444310564012312e+02,-7.169686389215441658e+00,1.232662252329552359e+02
4.919999999999669527e+00,5.718788875495156390e+02,-7.175460890908031075e+00,1.233923223733433900e+02
4.929999999999668425e+00,5.731096707733505582e+02,-7.183303497763287915e+00,1.226806664802223139e+02
4.939999999999667324e+00,5.743120041954282442e+02,-7.196152898047239788e+00,1.185308696775007036e+02
4.949999999999666223e+00,5.755357371200121861e+02,-7.195194262502481841e+00,1.247185952288878923e+02
4.959999999999665121e+00,5.767659611622168541e+02,-7.190900509526635176e+00,1.237077081742686175e+02
4.969999999999664020e+00,5.779971457240671953e+02,-7.175345958326746931e+00,1.227685871122906178e+02
4.979999999999662919e+00,5.791987909876405638e+02,-7.154208335548757347e+00,1.182025591030211302e+02
4.989999999999661817e+00,5.804148440979574843e+02,-7.133031058640189492e+00,1.236123224647871268e+02
4.999999999999660716e+00,5.816323925678804017e+02,-7.113924778733202281e+00,1.223197501630111930e+02
5.009999999999659615e+00,5.828318869372599238e+02,-7.110394985621043773e+00,1.181348458713106453e+02
5.019999999999658513e+00,5.840594545769649812e+02,-7.088331445528721630e+00,1.228552206522224566e+02
5.029999999999657412e+00,5.852920598133243857e+02,-7.072773951191869912e+00,1.235781695276008350e+02
5.039999999999656310e+00,5.865303090932970917e+02,-7.061482541265799995e+00,1.238547368779471753e+02
5.049999999999655209e+00,5.877675227061529313e+02,-7.053787668395063548e+00,1.234445038886375272e+02
5.059999999999654108e+00,5.889741279035542902e+02,-7.046603252842935206e+00,1.185950474958514604e+02
5.069999999999653006e+00,5.901992309801577221e+02,-7.034877157667104974e+00,1.245467305594681875e+02
5.079999999999651905e+00,5.914162136935977969e+02,-7.028728479784676964e+00,1.202139428320650580e+02
5.089999999999650804e+00,5.926536787088264191e+02,-7.009530158097920349e+00,1.258621512761171743e+02
5.099999999999649702e+00,5.938818844840428710e+02,-6.988669341890696884e+00,1.208448001632494311e+02
5.109999999999648601e+00,5.951209819744607330e+02,-6.953461964251836491e+00,1.256251476942772598e+02
5.119999999999647500e+00,5.963633836990766213e+02,-6.921578493609759519e+00,1.237640365357238039e+02
5.129999999999646398e+00,5.975734821843061582e+02,-6.889956544053665866e+00,1.188078080408335069e+02
5.139999999999645297e+00,5.987975413373452511e+02,-6.864885167329466853e+00,1.245011863626020840e+02
5.149999999999644196e+00,6.000218399530861006e+02,-6.844015712292195630e+00,1.236746039687935763e+02
5.159999999999643094e+00,6.012599619084965070e+02,-6.820217513448866953e+00,1.236031026161768409e+02
5.169999999999641993e+00,6.024737434351460479e+02,-6.800985661646506308e+00,1.197285771136236576e+02
5.179999999999640892e+00,6.037078090935029877e+02,-6.776446606860381472e+00,1.253906102088115944e+02
5.189999999999639790e+00,6.049432890901240398e+02,-6.760769555477379456e+00,1.246785060288647600e+02
5.199999999999638689e+00,6.061894459738110754e+02,-6.750225389884624505e+00,1.239962236580943085e+02
5.209999999999637588e+00,6.074143052489599768e+02,-6.743988068465676555e+00,1.229179960010745134e+02
5.219999999999636486e+00,6.086370515789159299e+02,-6.746582758019921577e+00,1.219048778013582961e+02
5.229999999999635385e+00,6.098543505854403293e+02,-6.747505285108984729e+00,1.216198225539642408e+02
5.239999999999634284e+00,6.110390508186458192e+02,-6.755714817365706892e+00,1.173652667239832397e+02
5.249999999999633182e+00,6.122491402759883385e+02,-6.748593079260459149e+00,1.231079380747379730e+02
5.259999999999632081e+00,6.134496865881988015e+02,-6.742106330251686153e+00,1.179882331705333769e+02
5.269999999999630980e+00,6.146704901473187874e+02,-6.727079087656232304e+00,1.216845631810788717e+02
5.279999999999629878e+00,6.158825117546762158e+02,-6.711494300255116841e+00,1.210160170645848012e+02
5.289999999999628777e+00,6.170715518870825917e+02,-6.691263919829837370e+00,1.172934732953190462e+02
5.299999999999627676e+00,6.182890808577601547e+02,-6.671137590246177140e+00,1.240496704901850649e+02
5.309999999999626574e+00,6.194870062394576280e+02,-6.665236234786778624e+00,1.188531016646234377e+02
5.319999999999625473e+00,6.207185340077033970e+02,-6.641858420559433540e+00,1.233953673346560151e+02
5.329999999999624372e+00,6.219480717900496529e+02,-6.624622611577417608e+00,1.225368559174466583e+02
5.339999999999623270e+00,6.231708913046322778e+02,-6.616022729946616110e+00,1.221081725001518663e+02
5.349999999999622169e+00,6.243909131461557536e+02,-6.616689975024605985e+00,1.221143345429573088e+02
5.359999999999621068e+00,6.255944695038106147e+02,-6.632054556191229189e+00,1.188894622286866110e+02
5.369999999999619966e+00,6.268199200797434969e+02,-6.652412358908800449e+00,1.246861681816137946e+02
5.379999999999618865e+00,6.280413965040694393e+02,-6.683574865534941623e+00,1.202743270829874263e+02
5.389999999999617764e+00,6.292845253303277104e+02,-6.709035930393159042e+00,1.244111188684358353e+02
5.399999999999616662e+00,6.305043805826805965e+02,-6.756623841129770547e+00,1.200598384931855520e+02
5.409999999999615561e+00,6.317149364871943362e+02,-6.782615415874190923e+00,1.219653908481483313e+02
5.419999999999614460e+00,6.329343066512655014e+02,-6.827665295310279880e+00,1.214833402081510769e+02
5.429999999999613358e+00,6.341424970721905083e+02,-6.877022171555230656e+00,1.205174442161210493e+02
5.439999999999612257e+00,6.353481478179422766e+02,-6.923358505140636332e+00,1.205483711212099678e+02
5.449999999999611155e+00,6.365333325267042710e+02,-6.979918253160369623e+00,1.168648445755894727e+02
5.459999999999610054e+00,6.377349004082655028e+02,-7.022491630750613112e+00,1.218946248041302738e+02
5.469999999999608953e+00,6.389271401939632824e+02,-7.063664549196673192e+00,1.172850960023821898e+02
5.479999999999607851e+00,6.401370976156423467e+02,-7.082120639582252686e+00,1.207797352485034281e+02
5.489999999999606750e+00,6.413394046650259952e+02,-7.101422596350744243e+00,1.199343206779604145e+02
5.499999999999605649e+00,6.425336109397912878e+02,-7.116357778818353630e+00,1.189854417370603983e+02
5.509999999999604547e+00,6.436950485212112198e+02,-7.132426054317078545e+00,1.140969016580968116e+02
5.519999999999603446e+00,6.448514759748036340e+02,-7.156278493422234099e+00,1.162394791785367403e+02
5.529999999999602345e+00,6.460173160722083594e+02,-7.165652599414274349e+00,1.149742065033536562e+02
5.539999999999601243e+00,6.472220668242379134e+02,-7.171513452196115246e+00,1.201353510756739951e+02
5.549999999999600142e+00,6.484196354614132360e+02,-7.179779368263296213e+00,1.194969371965870550e+02
5.559999999999599041e+00,6.496127519837806403e+02,-7.190060811316592471e+00,1.191680223055303571e+02
5.569999999999597939e+00,6.507824510677259013e+02,-7.199145774784964757e+00,1.155078854432781270e+02
5.579999999999596838e+00,6.519781466220928223e+02,-7.203861826881964525e+00,1.221303378805444311e+02
5.589999999999595737e+00,6.531748368147626707e+02,-7.210696630566439502e+00,1.180574796071378643e+02
5.599999999999594635e+00,6.543837056244949508e+02,-7.200749293733127665e+00,1.224409154509864521e+02
5.609999999999593534e+00,6.555824445148158475e+02,-7.194248170517705709e+00,1.178423308478479612e+02
5.619999999999592433e+00,6.567920287510796697e+02,-7.177219021826008571e+00,1.225349480140042573e+02
5.629999999999591331e+00,6.580072332091253884e+02,-7.164609370336948224e+00,1.213993405965182291e+02
5.639999999999590230e+00,6.591983401038205557e+02,-7.150110386868978374e+00,1.171621682913760623e+02
5.649999999999589129e+00,6.604211576674221078e+02,-7.149129732376489521e+00,1.219531459590277365e+02
5.659999999999588027e+00,6.616368617442919913e+02,-7.149104579446079022e+00,1.214736524961111286e+02
5.669999999999586926e+00,6.628360640768690928e+02,-7.152146762929511681e+00,1.185850349817296490e+02
5.679999999999585825e+00,6.640580719909988829e+02,-7.137773888379747689e+00,1.240565492885010457e+02
5.689999999999584723e+00,6.652914249686182302e+02,-7.117214382180010901e+00,1.240997816964531495e+02
5.699999999999583622e+00,6.665264630973051680e+02,-7.086373680282820331e+00,1.230900189929347448e+02
5.709999999999582521e+00,6.677311039077144414e+02,-7.052691070540601181e+00,1.183120283823625272e+02
5.719999999999581419e+00,6.689480812442991464e+02,-7.017115137044256379e+00,1.235751013470665924e+02
5.729999999999580318e+00,6.701770981207768045e+02,-6.978228908147153575e+00,1.230546184797849207e+02
5.739999999999579217e+00,6.714058704324530709e+02,-6.939305106019897806e+00,1.227107624263665571e+02
5.749999999999578115e+00,6.726096205774738337e+02,-6.907933144194116970e+00,1.187794052806806917e+02
5.759999999999577014e+00,6.738261326532946214e+02,-6.871662262397618015e+00,1.232375234824548471e+02
5.769999999999575913e+00,6.750469069368390365e+02,-6.836711211651485876e+00,1.216022950640114288e+02
5.779999999999574811e+00,6.762577457052939280e+02,-6.808124887652915014e+00,1.207978571628222824e+02
5.789999999999573710e+00,6.774668569812856731e+02,-6.781930564715146659e+00,1.209735053302930794e+02
5.799999999999572609e+00,6.786580330288576306e+02,-6.754099546894607009e+00,1.173030458257868389e+02
5.809999999999571507e+00,6.798699538668165587e+02,-6.723922090260078477e+00,1.236184785981641738e+02
5.819999999999570406e+00,6.810829894494477230e+02,-6.693578393236585100e+00,1.227054199726226358e+02
5.829999999999569305e+00,6.823039002103676012e+02,-6.666732960270193686e+00,1.226656769439150310e+02
5.839999999999568203e+00,6.835231694126185857e+02,-6.633520838490087002e+00,1.216145500612538513e+02
5.849999999999567102e+00,6.847374872552411489e+02,-6.600060531638924921e+00,1.212816695535553748e+02
5.859999999999566000e+00,6.859534056158033763e+02,-6.565925033433503089e+00,1.217347958378573622e+02
5.869999999999564899e+00,6.871555414382245317e+02,-6.535307371601271953e+00,1.188754062764405575e+02
5.879999999999563798e+00,6.883793580126073266e+02,-6.500595369926191580e+00,1.242984417457562785e+02
5.889999999999562696e+00,6.895979362781637292e+02,-6.469399069195024055e+00,1.200885653554136780e+02
5.899999999999561595e+00,6.908404767051337103e+02,-6.429912999683372377e+00,1.248181928884634573e+02
5.909999999999560494e+00,6.920615648180836388e+02,-6.383828912325088645e+00,1.201413434735709558e+02
5.919999999999559392e+00,6.932931439553107111e+02,-6.339840668015452430e+00,1.250705708990206659e+02
5.929999999999558291e+00,6.945310268885384630e+02,-6.297081752118838693e+00,1.246478154233605835e+02
5.939999999999557190e+00,6.957778395425445979e+02,-6.263381781639321133e+00,1.245769466665045826e+02
5.949999999999556088e+00,6.970068401088411747e+02,-6.243627516919699971e+00,1.214920304679488510e+02
5.959999999999554987e+00,6.982530535334125261e+02,-6.220064474374176200e+00,1.261767363407918481e+02
5.969999999999553886e+00,6.994956895806668626e+02,-6.199977157841455089e+00,1.250029079073864011e+02
5.979999999999552784e+00,7.007411759580265880e+02,-6.173235051804392803e+00,1.242195782089853680e+02
5.989999999999551683e+00,7.019776691803890571e+02,-6.140580570924456083e+00,1.233423669111753895e+02
5.999999999999550582e+00,7.031850050616070575e+02,-6.103832811535442104e+00,1.186963289838479199e+02
