step,time_s,fixed_x_m,fixed_y_m,fixed_core_z_m,fixed_speed_mps,fixed_path_m,fixed_rods_on_rock,fixed_rods_over_pit,fixed_action,active_x_m,active_y_m,active_core_z_m,active_speed_mps,active_path_m,active_rods_on_rock,active_rods_over_pit,active_action
8260,82.6,0.7197,-1.0941,0.1883,1.3968,58.279,1,0,roam_curve_right,-2.0001,-1.6008,0.1887,1.0786,68.756,7,0,roam_curve_right
8270,82.7,0.8556,-1.1246,0.1956,1.2883,58.418,2,0,roam_curve_right,-1.9667,-1.6829,0.2186,0.8552,68.847,7,0,roam_curve_right
8280,82.8,0.9417,-1.1156,0.2384,0.7574,58.507,1,0,roam_curve_right,-1.9591,-1.7555,0.229,0.5787,68.92,8,0,roam_curve_right
8290,82.9,1.0128,-1.0869,0.227,0.7674,58.584,1,0,roam_forward_cruise,-1.9384,-1.8017,0.2417,0.5237,68.971,7,0,roam_forward_cruise
8300,83.0,1.0938,-1.049,0.1793,1.148,58.673,1,0,roam_forward_cruise,-1.9032,-1.84,0.2283,0.5604,69.023,7,0,roam_forward_cruise
8310,83.1,1.218,-1.0187,0.1971,1.3109,58.801,2,0,roam_forward_cruise,-1.8768,-1.8722,0.2392,0.2989,69.066,6,0,roam_forward_cruise
8320,83.2,1.3512,-0.9927,0.1823,1.417,58.937,1,0,roam_forward_cruise,-1.8773,-1.8972,0.2397,0.198,69.091,8,0,roam_forward_cruise
8330,83.3,1.4952,-0.9765,0.1864,1.4639,59.082,0,0,roam_forward_cruise,-1.8811,-1.9115,0.2413,0.1019,69.106,9,0,roam_forward_cruise
8340,83.4,1.6425,-0.9637,0.1897,1.4814,59.23,1,0,roam_forward_cruise,-1.8862,-1.9128,0.2374,0.0651,69.112,9,0,roam_forward_cruise
8350,83.5,1.7911,-0.9527,0.1881,1.4881,59.379,3,0,roam_forward_cruise,-1.8838,-1.9042,0.2376,0.0917,69.121,8,0,roam_forward_cruise
8360,83.6,1.9344,-0.9459,0.2012,0.9279,59.522,4,0,roam_forward_cruise,-1.8799,-1.9022,0.2387,0.0617,69.126,8,0,roam_forward_cruise
8370,83.7,2.0087,-0.955,0.2578,0.6295,59.597,4,0,roam_forward_cruise,-1.8821,-1.8974,0.2389,0.0627,69.132,9,0,roam_forward_cruise
8380,83.8,2.0697,-0.9676,0.2614,0.6039,59.659,2,0,roam_curve_left,-1.9053,-1.8868,0.234,0.4594,69.157,4,0,roam_curve_left
8390,83.9,2.1285,-0.9957,0.2453,0.8203,59.725,2,0,roam_curve_left,-1.9584,-1.8803,0.2439,0.4115,69.211,5,0,boundary_turn_inward
8400,84.0,2.2061,-1.0573,0.2237,1.0311,59.824,1,0,roam_curve_left,-1.9761,-1.8859,0.2355,0.2246,69.234,6,0,boundary_turn_inward
8410,84.1,2.295,-1.1224,0.173,1.2952,59.934,0,0,roam_curve_left,-1.9406,-1.9124,0.2231,0.5977,69.278,4,0,roam_curve_left
8420,84.2,2.4088,-1.1898,0.2063,1.3154,60.067,0,0,roam_curve_left,-1.9181,-1.9408,0.2281,0.2203,69.315,6,0,boundary_turn_inward
8430,84.3,2.4983,-1.2258,0.2263,0.7873,60.164,0,0,boundary_turn_inward,-1.9287,-1.9558,0.2254,0.3074,69.337,5,0,boundary_turn_inward
8440,84.4,2.575,-1.2391,0.2158,0.7325,60.242,0,0,boundary_turn_inward,-1.9606,-1.9601,0.2188,0.3131,69.369,6,0,boundary_turn_inward
8450,84.5,2.6478,-1.2428,0.1774,0.6859,60.316,0,0,boundary_turn_inward,-1.9979,-1.9647,0.2095,0.371,69.407,6,0,boundary_turn_inward
8460,84.6,2.7172,-1.2176,0.1916,0.7472,60.39,1,0,boundary_turn_inward,-2.0243,-1.9731,0.2152,0.2634,69.436,7,0,boundary_turn_inward
8470,84.7,2.7799,-1.1774,0.1894,0.7845,60.465,0,0,boundary_turn_inward,-2.0408,-1.9766,0.2164,0.1161,69.452,5,0,boundary_turn_inward
8480,84.8,2.8311,-1.1168,0.1838,0.7979,60.544,1,0,boundary_turn_inward,-2.0497,-1.9779,0.2185,0.0763,69.461,5,0,boundary_turn_inward
8490,84.9,2.8688,-1.0434,0.1844,0.8361,60.627,0,0,boundary_turn_inward,-2.0578,-1.9791,0.22,0.0923,69.47,5,0,boundary_turn_inward
8500,85.0,2.8921,-0.9627,0.1836,0.8416,60.711,0,0,roam_pivot_turn,-2.0682,-1.982,0.2206,0.1204,69.48,5,0,boundary_turn_inward
8510,85.1,2.9108,-0.8815,0.1874,0.8174,60.794,0,0,roam_stance_pause,-2.0803,-1.9865,0.22,0.136,69.493,5,0,boundary_turn_inward
8520,85.2,2.9258,-0.8052,0.2012,0.7392,60.872,0,0,roam_stance_pause,-2.0931,-1.9916,0.2183,0.1377,69.507,5,0,boundary_turn_inward
8530,85.3,2.9352,-0.7371,0.2078,0.6089,60.941,0,0,roam_stance_pause,-2.1058,-1.9969,0.2157,0.1381,69.521,5,0,boundary_turn_inward
8540,85.4,2.9401,-0.6875,0.2109,0.4387,60.991,0,0,roam_curve_right,-2.1186,-2.0021,0.2135,0.1373,69.535,3,0,boundary_turn_inward
8550,85.5,2.9456,-0.6494,0.1935,0.334,61.029,1,0,boundary_turn_inward,-2.1333,-2.0057,0.213,0.1605,69.55,4,0,boundary_turn_inward
8560,85.6,2.9495,-0.6156,0.197,0.4195,61.063,0,0,roam_curve_right,-2.1498,-2.012,0.2089,0.1998,69.567,4,0,boundary_turn_inward
8570,85.7,2.9552,-0.5658,0.2021,0.5332,61.113,0,0,boundary_turn_inward,-2.1734,-2.0159,0.204,0.2996,69.592,2,0,boundary_turn_inward
8580,85.8,2.9621,-0.5093,0.1796,0.6061,61.17,1,0,roam_curve_right,-2.208,-2.0083,0.1991,0.3855,69.627,1,0,boundary_turn_inward
8590,85.9,2.9671,-0.4482,0.1868,0.613,61.232,0,0,boundary_turn_inward,-2.2474,-1.9932,0.1982,0.4635,69.67,1,0,boundary_turn_inward
8600,86.0,2.9708,-0.382,0.1929,0.6939,61.298,0,0,boundary_turn_inward,-2.2839,-1.9606,0.1958,0.5151,69.719,1,0,boundary_turn_inward
8610,86.1,2.9731,-0.3132,0.1801,0.6995,61.367,0,0,roam_curve_right,-2.3173,-1.9228,0.1955,0.5595,69.771,1,0,roam_curve_right
8620,86.2,2.974,-0.239,0.1954,0.7489,61.441,0,0,boundary_turn_inward,-2.3435,-1.868,0.1969,0.6786,69.832,1,0,roam_curve_right
8630,86.3,2.9732,-0.1622,0.1853,0.7771,61.518,1,0,roam_curve_right,-2.3662,-1.7906,0.2016,0.9596,69.913,2,0,roam_curve_right
8640,86.4,2.9711,-0.0861,0.1911,0.5842,61.594,1,0,boundary_turn_inward,-2.3844,-1.6859,0.1887,1.1607,70.019,1,0,roam_curve_right
8650,86.5,2.9913,-0.0537,0.2013,0.3763,61.633,1,0,boundary_turn_inward,-2.4028,-1.5813,0.1996,0.9165,70.126,2,0,roam_forward_cruise
8660,86.6,3.0126,-0.0223,0.2018,0.3982,61.671,1,0,boundary_turn_inward,-2.4392,-1.4921,0.1939,1.0843,70.222,0,0,roam_forward_cruise
8670,86.7,3.0351,0.0118,0.1985,0.4177,61.712,1,0,boundary_turn_inward,-2.4542,-1.3717,0.1965,1.3177,70.344,1,0,roam_forward_cruise
8680,86.8,3.0519,0.0483,0.1979,0.4129,61.753,1,0,boundary_turn_inward,-2.4559,-1.2724,0.219,0.6509,70.443,3,0,roam_forward_cruise
8690,86.9,3.0502,0.092,0.1895,0.4624,61.797,1,0,boundary_turn_inward,-2.4467,-1.2155,0.2402,0.493,70.501,3,0,roam_forward_cruise
8700,87.0,3.0456,0.1404,0.1887,0.5056,61.846,0,0,roam_forward_cruise,-2.4324,-1.1762,0.2501,0.4009,70.543,3,0,roam_forward_cruise
8710,87.1,3.0379,0.1934,0.1886,0.5839,61.899,0,0,boundary_turn_inward,-2.4165,-1.1413,0.2437,0.3954,70.581,3,0,roam_forward_cruise
8720,87.2,3.0281,0.2537,0.186,0.6148,61.96,0,0,roam_forward_cruise,-2.3995,-1.0991,0.2513,0.5264,70.627,2,0,roam_forward_cruise
8730,87.3,3.0173,0.3158,0.1868,0.6554,62.023,1,0,roam_forward_cruise,-2.3847,-1.0494,0.2258,0.5338,70.679,1,0,roam_forward_cruise
8740,87.4,3.0003,0.3804,0.189,0.7336,62.09,0,0,roam_curve_left,-2.3816,-0.96,0.1868,1.2236,70.768,2,0,roam_curve_left
8750,87.5,2.9637,0.4579,0.1974,0.9415,62.176,0,0,roam_curve_left,-2.3951,-0.8492,0.192,1.0312,70.88,0,0,roam_curve_left
8760,87.6,2.9106,0.5473,0.1872,1.1192,62.28,0,0,roam_curve_left,-2.4218,-0.7455,0.1888,1.14,70.987,1,0,roam_curve_left
8770,87.7,2.8425,0.6428,0.189,1.2108,62.397,1,0,roam_curve_left,-2.4595,-0.6308,0.1878,1.2554,71.108,1,0,roam_curve_left
8780,87.8,2.7699,0.7342,0.1956,0.7337,62.514,3,0,roam_curve_left,-2.4888,-0.5633,0.2295,0.2315,71.182,1,0,roam_curve_left
8790,87.9,2.7174,0.7604,0.2409,0.5755,62.573,4,0,roam_curve_left,-2.502,-0.5468,0.2549,0.2299,71.203,1,0,roam_curve_left
8800,88.0,2.6567,0.7693,0.2426,0.7333,62.635,6,0,roam_curve_left,-2.5126,-0.5467,0.2462,0.3314,71.221,2,0,roam_curve_left
8810,88.1,2.5775,0.7504,0.244,0.7806,62.717,4,0,roam_curve_left,-2.5188,-0.5989,0.2557,0.6338,71.274,1,0,roam_curve_left
8820,88.2,2.5078,0.7312,0.2467,0.6867,62.789,8,0,roam_pivot_turn,-2.5262,-0.662,0.1985,0.6255,71.337,1,0,roam_pivot_turn
8830,88.3,2.4434,0.7107,0.2483,0.6544,62.856,9,0,roam_pivot_turn,-2.5589,-0.7344,0.1971,0.9403,71.418,0,0,roam_pivot_turn
8840,88.4,2.3803,0.7029,0.2574,0.7144,62.921,7,0,roam_pivot_turn,-2.609,-0.8129,0.1903,0.9328,71.511,0,0,boundary_turn_inward
8850,88.5,2.3053,0.7261,0.251,0.8447,63.0,8,0,roam_pivot_turn,-2.6505,-0.8999,0.1909,1.022,71.608,1,0,boundary_turn_inward
8860,88.6,2.2428,0.7688,0.2572,0.7758,63.077,7,0,roam_pivot_turn,-2.6858,-0.9959,0.1863,1.0466,71.71,1,0,boundary_turn_inward
8870,88.7,2.2045,0.8495,0.2673,0.9213,63.166,5,0,roam_stance_pause,-2.7087,-1.102,0.1918,1.1092,71.819,1,0,boundary_turn_inward
8880,88.8,2.1656,0.9326,0.1925,0.8896,63.258,4,0,roam_stance_pause,-2.7128,-1.2145,0.1827,1.1576,71.932,0,0,boundary_turn_inward
8890,88.9,2.1295,0.9885,0.2253,0.582,63.325,2,0,roam_stance_pause,-2.6972,-1.3306,0.1858,1.1835,72.049,1,0,boundary_turn_inward
8900,89.0,2.097,1.0388,0.2175,0.5988,63.384,2,0,roam_curve_right,-2.6697,-1.4461,0.1842,1.1891,72.168,0,0,boundary_turn_inward
8910,89.1,2.08,1.082,0.2059,0.5035,63.431,1,0,roam_curve_right,-2.6316,-1.5595,0.1842,1.1922,72.287,1,0,boundary_turn_inward
8920,89.2,2.0774,1.1507,0.2194,0.7486,63.5,2,0,roam_curve_right,-2.5884,-1.6713,0.1841,1.1928,72.407,1,0,boundary_turn_inward
8930,89.3,2.0782,1.2345,0.1908,1.0488,63.584,3,0,roam_curve_right,-2.5412,-1.7805,0.1837,1.199,72.526,1,0,boundary_turn_inward
8940,89.4,2.107,1.3284,0.1945,0.9877,63.683,2,0,roam_curve_right,-2.4878,-1.8866,0.1844,1.1788,72.645,0,0,boundary_emergency_brake
8950,89.5,2.1648,1.4202,0.185,1.1497,63.791,2,0,roam_curve_right,-2.4314,-1.9844,0.2083,1.0812,72.758,1,0,boundary_emergency_brake
8960,89.6,2.215,1.5107,0.1999,0.8961,63.896,4,0,roam_curve_right,-2.3811,-2.0718,0.226,0.9259,72.859,1,0,boundary_emergency_brake
8970,89.7,2.2144,1.5868,0.2202,0.6598,63.973,4,0,boundary_turn_inward,-2.349,-2.1363,0.2445,0.5587,72.931,0,0,boundary_emergency_brake
8980,89.8,2.177,1.6474,0.2013,0.8096,64.045,3,0,roam_curve_right,-2.3287,-2.1803,0.235,0.3356,72.979,0,0,boundary_emergency_brake
8990,89.9,2.1246,1.7062,0.1758,0.7222,64.124,2,0,roam_curve_right,-2.3192,-2.1984,0.205,0.0756,73.0,0,0,boundary_turn_inward
9000,90.0,2.078,1.754,0.1908,0.6746,64.191,0,0,roam_curve_right,-2.2997,-2.1801,0.2092,0.5514,73.027,0,0,roam_curve_right
9010,90.1,2.0213,1.8074,0.1915,0.8566,64.269,1,0,roam_forward_cruise,-2.2588,-2.1476,0.1923,0.4942,73.08,1,0,roam_forward_cruise
9020,90.2,1.9511,1.8686,0.1928,1.0087,64.362,0,0,roam_forward_cruise,-2.2393,-2.0945,0.2187,0.6489,73.138,1,0,roam_forward_cruise
9030,90.3,1.8718,1.9403,0.1861,1.1278,64.469,0,0,roam_forward_cruise,-2.2285,-2.0306,0.2059,0.644,73.202,1,0,roam_forward_cruise
9040,90.4,1.7893,2.0198,0.1865,1.1853,64.583,0,0,roam_forward_cruise,-2.2427,-1.9702,0.2181,0.51,73.268,2,0,boundary_turn_inward
9050,90.5,1.7064,2.1025,0.1835,1.1567,64.7,0,0,boundary_turn_inward,-2.2803,-1.9398,0.2276,0.4746,73.316,1,0,boundary_turn_inward
9060,90.6,1.6165,2.1786,0.1892,1.2072,64.818,1,0,boundary_turn_inward,-2.3307,-1.9154,0.1871,0.6732,73.373,1,0,boundary_turn_inward
9070,90.7,1.5133,2.2469,0.1841,1.2263,64.942,3,0,roam_forward_cruise,-2.3882,-1.8644,0.1895,0.7907,73.45,2,0,boundary_turn_inward
9080,90.8,1.4181,2.2755,0.211,0.8508,65.043,2,0,roam_forward_cruise,-2.4332,-1.7953,0.1856,0.8784,73.533,1,0,roam_forward_cruise
9090,90.9,1.3347,2.2804,0.2132,0.8353,65.126,1,0,roam_forward_cruise,-2.4778,-1.7209,0.1842,0.8535,73.62,0,0,boundary_turn_inward
9100,91.0,1.2373,2.2745,0.1867,1.1503,65.224,3,0,roam_curve_left,-2.5209,-1.6443,0.1843,0.9021,73.708,1,0,roam_curve_left
9110,91.1,1.1161,2.255,0.1876,1.2077,65.347,1,0,roam_curve_left,-2.5644,-1.5623,0.1867,0.9339,73.8,0,0,roam_curve_left
9120,91.2,1.0048,2.214,0.187,1.2149,65.465,2,0,roam_curve_left,-2.6055,-1.4766,0.1835,0.9751,73.895,1,0,roam_curve_left
9130,91.3,0.9018,2.1635,0.196,0.9674,65.58,1,0,roam_curve_left,-2.6456,-1.3876,0.1821,0.9757,73.993,1,0,boundary_turn_inward
9140,91.4,0.8106,2.1512,0.1928,0.9555,65.673,3,0,roam_curve_left,-2.6826,-1.2966,0.184,0.9885,74.091,0,0,boundary_turn_inward
9150,91.5,0.6979,2.1367,0.1898,1.2184,65.786,2,0,roam_curve_left,-2.7171,-1.2031,0.1851,0.9698,74.191,0,0,boundary_turn_inward
9160,91.6,0.6229,2.125,0.2194,0.0556,65.863,3,0,roam_curve_left,-2.7486,-1.111,0.1843,0.9773,74.288,1,0,roam_curve_left
9170,91.7,0.6252,2.1326,0.2478,0.0674,65.871,2,0,roam_curve_left,-2.7772,-1.0149,0.1862,1.0045,74.389,0,0,roam_curve_left
9180,91.8,0.6455,2.147,0.2194,0.5614,65.897,2,0,roam_pivot_turn,-2.8019,-0.9169,0.1843,1.0202,74.49,0,0,roam_pivot_turn
9190,91.9,0.7111,2.1738,0.173,0.7558,65.968,2,0,roam_pivot_turn,-2.8189,-0.8145,0.1833,1.0675,74.593,0,0,roam_pivot_turn
9200,92.0,0.7919,2.1821,0.1991,0.8271,66.049,1,0,roam_pivot_turn,-2.8232,-0.7056,0.187,1.1059,74.703,0,0,roam_pivot_turn
9210,92.1,0.8746,2.1834,0.1804,0.8066,66.132,2,0,roam_pivot_turn,-2.8172,-0.5941,0.1848,1.131,74.814,0,0,roam_pivot_turn
9220,92.2,0.9532,2.1683,0.1878,0.8076,66.212,1,0,roam_pivot_turn,-2.8029,-0.4795,0.1853,1.1628,74.93,1,0,roam_pivot_turn
9230,92.3,1.0314,2.1365,0.187,0.8467,66.296,1,0,roam_stance_pause,-2.7838,-0.3644,0.1869,1.1327,75.046,1,0,roam_stance_pause
9240,92.4,1.1053,2.1062,0.1997,0.7289,66.376,1,0,roam_stance_pause,-2.766,-0.2556,0.2082,1.0804,75.157,0,0,roam_stance_pause
9250,92.5,1.161,2.0851,0.2135,0.4953,66.436,1,0,roam_stance_pause,-2.7496,-0.1575,0.2151,0.8974,75.256,0,0,roam_stance_pause
9260,92.6,1.1999,2.0705,0.2118,0.3666,66.477,1,0,roam_curve_right,-2.7354,-0.0797,0.2193,0.7219,75.335,0,0,roam_curve_right
9270,92.7,1.2376,2.0541,0.2107,0.4497,66.519,0,0,roam_curve_right,-2.7204,-0.0174,0.2132,0.6509,75.399,0,0,roam_curve_right
9280,92.8,1.2839,2.022,0.1974,0.7783,66.575,1,0,roam_curve_right,-2.6946,0.0507,0.2107,0.7868,75.472,0,0,roam_curve_right
9290,92.9,1.3426,1.9571,0.1928,0.9452,66.663,2,0,roam_curve_right,-2.651,0.1369,0.1951,1.1831,75.569,0,0,roam_curve_right
9300,93.0,1.4045,1.8841,0.199,0.9484,66.759,4,0,roam_curve_right,-2.5822,0.2399,0.187,1.262,75.693,1,0,roam_curve_right
9310,93.1,1.4807,1.8193,0.186,1.0373,66.859,4,0,roam_curve_right,-2.5032,0.3461,0.1861,1.3398,75.825,3,0,roam_curve_right
9320,93.2,1.5521,1.7789,0.2092,0.6867,66.942,3,0,roam_curve_right,-2.4456,0.4519,0.1958,1.1707,75.946,3,0,roam_curve_right
9330,93.3,1.6176,1.7566,0.2007,0.635,67.011,2,0,roam_curve_right,-2.4198,0.5183,0.2121,0.2159,76.021,4,0,roam_curve_right
9340,93.4,1.6848,1.7744,0.2002,0.7393,67.081,2,0,roam_curve_right,-2.4051,0.4961,0.2384,0.4249,76.049,3,0,roam_curve_right
9350,93.5,1.7762,1.7813,0.1906,1.0688,67.173,2,0,roam_curve_right,-2.3974,0.4402,0.2295,0.6264,76.105,3,0,roam_curve_right
9360,93.6,1.8882,1.7786,0.1886,1.1715,67.285,1,0,roam_curve_right,-2.4274,0.4139,0.2418,0.5952,76.155,3,0,roam_curve_right
9370,93.7,2.0025,1.7672,0.1943,1.0928,67.4,0,0,roam_forward_cruise,-2.4889,0.4187,0.2252,0.6161,76.216,1,0,roam_forward_cruise
9380,93.8,2.1068,1.7462,0.2285,1.0783,67.506,1,0,boundary_turn_inward,-2.5714,0.4123,0.1924,1.2034,76.3,2,0,roam_forward_cruise
9390,93.9,2.2108,1.7212,0.1898,0.9628,67.613,6,0,boundary_turn_inward,-2.6926,0.3793,0.1904,1.2233,76.425,0,0,boundary_turn_inward
9400,94.0,2.2363,1.6768,0.2468,0.4529,67.67,6,0,roam_forward_cruise,-2.8088,0.3449,0.1863,1.2107,76.546,0,0,boundary_turn_inward
9410,94.1,2.2362,1.6287,0.2781,0.5559,67.718,4,0,roam_forward_cruise,-2.9244,0.3036,0.1857,1.2482,76.669,0,0,boundary_turn_inward
9420,94.2,2.2073,1.5633,0.2879,0.8548,67.79,3,0,roam_forward_cruise,-3.0408,0.248,0.187,1.3188,76.798,0,0,boundary_turn_inward
9430,94.3,2.1647,1.4873,0.2361,0.9183,67.877,3,0,roam_forward_cruise,-3.1556,0.1859,0.1853,1.2772,76.929,0,0,boundary_emergency_brake
9440,94.4,2.0905,1.4071,0.1643,1.1904,67.987,2,0,roam_forward_cruise,-3.2639,0.1269,0.2144,1.2005,77.052,0,0,boundary_emergency_brake
9450,94.5,2.0212,1.3415,0.2272,0.8295,68.082,0,0,roam_forward_cruise,-3.3618,0.0734,0.2272,0.9194,77.164,0,0,boundary_emergency_brake
9460,94.6,1.9657,1.2788,0.2387,0.8517,68.166,0,0,roam_curve_left,-3.43,0.036,0.2477,0.7328,77.241,0,0,boundary_emergency_brake
9470,94.7,1.9107,1.2117,0.1819,0.908,68.253,1,0,roam_curve_left,-3.4752,0.0111,0.2403,0.2986,77.293,0,0,boundary_emergency_brake
9480,94.8,1.8516,1.1143,0.1972,1.1957,68.367,0,0,roam_curve_left,-3.4939,0.0017,0.2056,0.0466,77.314,0,0,boundary_emergency_brake
9490,94.9,1.7914,1.0092,0.1821,1.2819,68.488,0,0,roam_curve_left,-3.4748,0.0175,0.2164,0.3749,77.339,0,0,roam_curve_left
9500,95.0,1.7322,0.8945,0.1842,1.2997,68.617,0,0,roam_curve_left,-3.4428,0.0489,0.2073,0.679,77.384,0,0,roam_curve_left
9510,95.1,1.6757,0.7739,0.1882,1.3343,68.75,2,0,roam_curve_left,-3.3941,0.1183,0.2006,0.8685,77.469,0,0,roam_curve_left
9520,95.2,1.6538,0.6635,0.2054,1.0406,68.865,5,1,roam_curve_left,-3.3429,0.2085,0.1957,1.251,77.573,0,0,roam_curve_left
9530,95.3,1.6782,0.5599,0.1944,0.9648,68.971,4,0,roam_curve_left,-3.2885,0.3215,0.1848,1.3243,77.698,0,0,roam_curve_left
9540,95.4,1.6585,0.5457,0.2456,0.4235,69.012,3,1,roam_pivot_turn,-3.2355,0.4423,0.1807,1.3233,77.83,0,0,roam_pivot_turn
9550,95.5,1.6145,0.5638,0.2563,0.5837,69.06,2,2,roam_pivot_turn,-3.1785,0.5631,0.1861,1.3439,77.963,0,0,roam_pivot_turn
9560,95.6,1.5683,0.5863,0.222,0.279,69.112,2,3,roam_pivot_turn,-3.1198,0.6858,0.1806,1.3687,78.099,0,0,roam_pivot_turn
9570,95.7,1.5513,0.5632,0.2201,0.2214,69.141,1,3,roam_pivot_turn,-3.058,0.8074,0.1834,1.3576,78.236,0,0,roam_pivot_turn
9580,95.8,1.5306,0.5519,0.2186,0.2399,69.164,0,4,roam_pivot_turn,-2.9938,0.9273,0.1809,1.3531,78.372,0,0,roam_pivot_turn
9590,95.9,1.5141,0.5355,0.2139,0.3283,69.189,0,5,roam_stance_pause,-2.9274,1.0443,0.1883,1.3251,78.506,0,0,roam_stance_pause
9600,96.0,1.5147,0.5004,0.2025,0.2957,69.224,0,4,roam_stance_pause,-2.8661,1.1575,0.2053,1.2415,78.635,1,0,roam_stance_pause
9610,96.1,1.5036,0.4781,0.2023,0.2343,69.25,0,4,roam_stance_pause,-2.8121,1.2521,0.2244,0.7665,78.744,2,0,roam_stance_pause
9620,96.2,1.4871,0.4658,0.2018,0.2318,69.271,1,4,roam_curve_right,-2.7688,1.2943,0.24,0.5988,78.805,2,0,roam_curve_right
9630,96.3,1.4552,0.4637,0.213,0.3763,69.303,2,2,roam_curve_right,-2.7354,1.3108,0.2171,0.2814,78.844,3,0,roam_curve_right
9640,96.4,1.4064,0.4664,0.1976,0.6903,69.352,2,3,roam_curve_right,-2.712,1.2672,0.2125,0.7344,78.894,2,0,roam_curve_right
9650,96.5,1.3195,0.4864,0.1974,0.9517,69.441,1,4,roam_curve_right,-2.6885,1.1806,0.2082,0.9892,78.984,2,0,roam_curve_right
9660,96.6,1.2195,0.5138,0.1919,1.1073,69.545,3,5,roam_curve_right,-2.6639,1.0691,0.1888,1.2308,79.098,0,0,roam_curve_right
9670,96.7,1.1313,0.5371,0.2153,0.751,69.636,2,3,roam_curve_right,-2.6462,0.9399,0.1887,1.326,79.229,0,0,roam_curve_right
9680,96.8,1.0592,0.5438,0.211,0.7467,69.708,1,2,roam_curve_right,-2.6322,0.8051,0.1878,1.3795,79.364,1,0,roam_curve_right
9690,96.9,0.9744,0.5513,0.1815,1.0002,69.793,0,0,roam_curve_right,-2.6218,0.6673,0.1992,1.3963,79.503,1,0,roam_curve_right
9700,97.0,0.8636,0.5756,0.1913,1.1632,69.907,2,0,roam_curve_right,-2.6114,0.5358,0.1928,1.3284,79.634,1,0,roam_curve_right
9710,97.1,0.7458,0.6061,0.185,1.2491,70.029,2,0,roam_curve_right,-2.6026,0.4032,0.189,1.275,79.767,2,0,roam_curve_right
9720,97.2,0.6569,0.6385,0.2114,0.6539,70.124,3,0,roam_curve_right,-2.5854,0.2783,0.1895,1.2883,79.894,2,0,roam_curve_right
9730,97.3,0.6125,0.6717,0.2446,0.5295,70.179,3,0,roam_forward_cruise,-2.5673,0.1498,0.1941,1.1657,80.023,1,0,roam_forward_cruise
9740,97.4,0.5756,0.7086,0.2269,0.5134,70.232,4,0,roam_forward_cruise,-2.553,0.0299,0.1929,1.2581,80.144,0,0,roam_forward_cruise
9750,97.5,0.5573,0.7507,0.233,0.4136,70.278,2,0,roam_forward_cruise,-2.5322,-0.1008,0.1905,1.3403,80.276,1,2,roam_forward_cruise
9760,97.6,0.549,0.7656,0.2265,0.1313,70.298,4,0,roam_forward_cruise,-2.5125,-0.2334,0.2003,1.3692,80.41,1,1,roam_forward_cruise
9770,97.7,0.5512,0.74,0.2111,0.429,70.324,3,0,roam_forward_cruise,-2.4962,-0.3283,0.2227,0.4732,80.507,2,0,roam_forward_cruise
9780,97.8,0.5689,0.6844,0.214,0.5423,70.382,3,0,roam_forward_cruise,-2.4775,-0.3724,0.2552,0.5008,80.555,1,1,roam_forward_cruise
9790,97.9,0.5926,0.6503,0.2242,0.3725,70.425,3,0,roam_forward_cruise,-2.4497,-0.4065,0.2495,0.4587,80.6,1,1,roam_forward_cruise
9800,98.0,0.6313,0.6297,0.2224,0.5271,70.469,2,0,roam_forward_cruise,-2.405,-0.4268,0.2397,0.5147,80.649,1,1,roam_forward_cruise
9810,98.1,0.687,0.5893,0.2199,0.8102,70.538,1,0,roam_forward_cruise,-2.3416,-0.4444,0.2054,0.8335,80.715,1,0,roam_forward_cruise
9820,98.2,0.7613,0.5363,0.1833,1.1388,70.629,2,0,roam_curve_left,-2.2541,-0.4753,0.1889,1.0615,80.808,1,0,roam_curve_left
9830,98.3,0.8679,0.4801,0.1906,1.2288,70.75,0,0,roam_curve_left,-2.1421,-0.5137,0.1882,1.2401,80.926,2,0,roam_curve_left
9840,98.4,0.9828,0.4258,0.1813,1.2832,70.877,1,0,roam_curve_left,-2.0188,-0.5448,0.1865,1.2839,81.054,0,0,roam_curve_left
9850,98.5,1.1032,0.3751,0.1935,1.1829,71.008,1,0,roam_curve_left,-1.8911,-0.5715,0.1831,1.3317,81.184,2,0,roam_curve_left
9860,98.6,1.2105,0.3848,0.1919,1.1443,71.117,3,1,roam_curve_left,-1.7773,-0.5941,0.2087,0.7065,81.3,3,0,roam_curve_left
9870,98.7,1.3305,0.4163,0.1872,1.2896,71.241,2,2,roam_curve_left,-1.7344,-0.629,0.2527,0.5373,81.356,2,0,roam_curve_left
9880,98.8,1.455,0.4485,0.1844,1.2934,71.37,2,2,roam_curve_left,-1.6959,-0.6679,0.2321,0.5387,81.411,2,0,roam_curve_left
9890,98.9,1.5822,0.4767,0.189,1.2068,71.5,3,1,roam_curve_left,-1.6734,-0.7351,0.2222,0.5088,81.482,4,0,roam_curve_left
9900,99.0,1.6469,0.5143,0.2366,0.6132,71.578,4,0,roam_pivot_turn,-1.6755,-0.7798,0.2344,0.4255,81.528,4,0,roam_pivot_turn
9910,99.1,1.6847,0.5654,0.2348,0.6451,71.641,2,0,roam_pivot_turn,-1.715,-0.8164,0.2285,0.5979,81.582,3,0,roam_pivot_turn
9920,99.2,1.7392,0.6152,0.2095,0.8319,71.716,3,1,roam_pivot_turn,-1.7405,-0.835,0.2278,0.2118,81.618,3,0,roam_pivot_turn
