step,time_s,fixed_x_m,fixed_y_m,fixed_core_z_m,fixed_speed_mps,fixed_path_m,fixed_rods_on_rock,fixed_rods_over_pit,fixed_action,active_x_m,active_y_m,active_core_z_m,active_speed_mps,active_path_m,active_rods_on_rock,active_rods_over_pit,active_action
3300,33.0,-2.3924,-1.7401,0.1865,1.3623,26.303,2,0,roam_forward_cruise,-1.9887,-2.2648,0.2112,0.3051,25.075,5,0,boundary_turn_inward
3310,33.1,-2.3193,-1.8215,0.2031,0.6743,26.414,2,0,boundary_turn_inward,-1.9803,-2.3002,0.2025,0.4194,25.111,6,0,boundary_turn_inward
3320,33.2,-2.3234,-1.8867,0.2352,0.6596,26.48,1,0,boundary_turn_inward,-1.983,-2.3381,0.2034,0.3657,25.15,5,0,boundary_turn_inward
3330,33.3,-2.3284,-1.9531,0.1789,0.7104,26.546,1,0,boundary_turn_inward,-1.9996,-2.3731,0.1986,0.4071,25.188,4,0,boundary_turn_inward
3340,33.4,-2.3054,-2.0285,0.1927,0.8313,26.626,1,0,boundary_turn_inward,-2.0035,-2.4149,0.1963,0.4364,25.231,3,0,boundary_emergency_brake
3350,33.5,-2.2699,-2.1039,0.1805,0.8515,26.709,1,0,boundary_turn_inward,-2.0111,-2.4528,0.2054,0.301,25.269,3,0,boundary_emergency_brake
3360,33.6,-2.2213,-2.173,0.1875,0.8501,26.794,0,0,boundary_turn_inward,-2.0184,-2.4734,0.2072,0.1342,25.291,3,0,boundary_emergency_brake
3370,33.7,-2.1627,-2.235,0.1831,0.8614,26.879,3,0,boundary_turn_inward,-2.0214,-2.4796,0.1962,0.0179,25.298,3,0,boundary_inward_drive
3380,33.8,-2.0902,-2.2865,0.1901,0.9255,26.968,3,0,roam_curve_left,-2.011,-2.4563,0.2029,0.3838,25.324,3,0,roam_curve_left
3390,33.9,-2.0056,-2.3376,0.1959,0.9574,27.067,5,0,roam_curve_left,-2.0012,-2.3979,0.2063,0.8091,25.383,3,0,roam_curve_left
3400,34.0,-1.9567,-2.3898,0.2123,0.6088,27.14,5,0,boundary_turn_inward,-2.0019,-2.3166,0.2039,0.861,25.465,4,0,roam_curve_left
3410,34.1,-1.9451,-2.4436,0.2058,0.5047,27.196,4,0,boundary_emergency_brake,-2.0262,-2.2197,0.1971,1.088,25.565,4,0,roam_curve_left
3420,34.2,-1.9718,-2.4801,0.2217,0.3746,27.241,3,0,boundary_emergency_brake,-2.0649,-2.1187,0.1783,1.1084,25.673,4,0,roam_pivot_turn
3430,34.3,-1.9895,-2.5048,0.2173,0.2086,27.272,3,0,boundary_emergency_brake,-2.0926,-2.0092,0.1891,0.9518,25.786,5,0,roam_pivot_turn
3440,34.4,-2.0049,-2.5107,0.209,0.15,27.289,3,0,boundary_emergency_brake,-2.1017,-1.9908,0.2357,0.104,25.814,4,0,boundary_turn_inward
3450,34.5,-2.0151,-2.5005,0.1983,0.2429,27.305,3,0,roam_pivot_turn,-2.1065,-2.0012,0.2372,0.1264,25.825,2,0,boundary_turn_inward
3460,34.6,-2.0025,-2.468,0.1959,0.4206,27.34,3,0,roam_pivot_turn,-2.1059,-2.0326,0.187,0.5188,25.857,5,0,boundary_turn_inward
3470,34.7,-1.9898,-2.4339,0.2038,0.2702,27.378,3,0,roam_stance_pause,-2.0718,-2.0864,0.1983,0.7272,25.922,3,0,boundary_turn_inward
3480,34.8,-2.0118,-2.4144,0.1944,0.3042,27.407,3,0,boundary_turn_inward,-2.0207,-2.1367,0.1877,0.6321,25.993,5,0,boundary_turn_inward
3490,34.9,-2.0321,-2.3914,0.1996,0.2866,27.438,3,0,roam_stance_pause,-1.9912,-2.1702,0.2156,0.3794,26.038,4,0,boundary_turn_inward
3500,35.0,-2.0451,-2.3707,0.1972,0.2475,27.463,4,0,roam_curve_right,-1.9753,-2.1931,0.2193,0.1377,26.066,5,0,boundary_turn_inward
3510,35.1,-2.0467,-2.3335,0.2037,0.5182,27.5,4,0,roam_curve_right,-1.9759,-2.2002,0.2182,0.128,26.075,6,0,boundary_turn_inward
3520,35.2,-2.0345,-2.2648,0.2044,0.8607,27.57,4,0,roam_curve_right,-2.0032,-2.1937,0.2071,0.3017,26.103,3,0,boundary_turn_inward
3530,35.3,-2.0081,-2.1722,0.1887,1.1173,27.666,6,0,roam_curve_right,-2.0243,-2.168,0.1994,0.4971,26.138,4,0,roam_curve_right
3540,35.4,-1.9772,-2.073,0.2028,0.866,27.77,7,0,roam_curve_right,-2.0306,-2.1002,0.2065,0.7618,26.206,4,0,roam_curve_right
3550,35.5,-1.9782,-1.9875,0.2049,0.8649,27.856,5,0,roam_curve_right,-2.0317,-2.0085,0.1974,1.0377,26.298,6,0,roam_curve_right
3560,35.6,-1.9908,-1.9184,0.2149,0.4491,27.926,6,0,roam_curve_right,-2.0007,-1.9509,0.2223,0.5797,26.371,7,0,roam_curve_right
3570,35.7,-1.9824,-1.8932,0.2298,0.2824,27.956,5,0,roam_curve_right,-1.9408,-1.936,0.2238,0.687,26.432,6,0,roam_curve_right
3580,35.8,-1.9421,-1.9015,0.248,0.5834,27.998,6,0,roam_curve_right,-1.8911,-1.9394,0.2409,0.4061,26.482,8,0,roam_curve_right
3590,35.9,-1.8819,-1.934,0.2453,0.6745,28.067,7,0,roam_curve_right,-1.8546,-1.9491,0.2472,0.3407,26.52,8,0,roam_curve_right
3600,36.0,-1.8303,-1.9791,0.265,0.7508,28.135,7,0,roam_curve_right,-1.828,-1.9559,0.2469,0.2187,26.548,8,0,roam_curve_right
3610,36.1,-1.7767,-2.0305,0.2508,0.7198,28.21,9,0,roam_forward_cruise,-1.8088,-1.9543,0.2488,0.1828,26.567,7,0,roam_forward_cruise
3620,36.2,-1.7074,-2.0564,0.2915,0.7742,28.284,4,0,roam_forward_cruise,-1.7911,-1.9467,0.2472,0.2449,26.587,7,0,roam_forward_cruise
3630,36.3,-1.6316,-2.0794,0.2636,0.8097,28.363,4,0,roam_forward_cruise,-1.7699,-1.9296,0.2516,0.3391,26.614,8,0,roam_forward_cruise
3640,36.4,-1.5274,-2.0838,0.1958,1.2116,28.468,1,0,roam_forward_cruise,-1.739,-1.907,0.2692,0.3909,26.652,7,0,roam_forward_cruise
3650,36.5,-1.4065,-2.0507,0.1973,1.3086,28.594,1,0,roam_forward_cruise,-1.7014,-1.8817,0.24,0.6861,26.697,7,0,roam_forward_cruise
3660,36.6,-1.2859,-2.0011,0.1884,1.2941,28.724,0,0,roam_forward_cruise,-1.6333,-1.8475,0.231,0.8421,26.774,5,0,roam_forward_cruise
3670,36.7,-1.1641,-1.943,0.1899,1.3846,28.859,1,0,roam_forward_cruise,-1.5435,-1.8062,0.186,1.0876,26.872,2,0,roam_forward_cruise
3680,36.8,-1.0394,-1.879,0.1807,1.4314,29.0,1,0,roam_forward_cruise,-1.4352,-1.7338,0.1953,1.348,27.003,1,0,roam_forward_cruise
3690,36.9,-0.9118,-1.8077,0.1882,1.4682,29.146,0,0,roam_forward_cruise,-1.3253,-1.6511,0.1899,1.3975,27.14,2,0,roam_forward_cruise
3700,37.0,-0.7854,-1.7332,0.1943,1.4897,29.293,1,0,roam_curve_left,-1.2178,-1.5651,0.2053,1.38,27.278,2,0,roam_curve_left
3710,37.1,-0.6603,-1.6568,0.1993,1.4568,29.439,0,0,roam_curve_left,-1.115,-1.4811,0.1844,1.2903,27.411,3,0,roam_curve_left
3720,37.2,-0.5532,-1.5801,0.2086,1.08,29.571,1,0,roam_curve_left,-1.0135,-1.3996,0.1887,1.3178,27.541,2,0,roam_curve_left
3730,37.3,-0.4647,-1.5086,0.1878,1.1827,29.685,3,0,roam_curve_left,-0.9116,-1.3097,0.1856,1.3587,27.677,1,0,roam_curve_left
3740,37.4,-0.3894,-1.4938,0.2154,0.6573,29.762,4,0,roam_curve_left,-0.809,-1.2162,0.2025,1.3996,27.816,0,0,roam_curve_left
3750,37.5,-0.3341,-1.5035,0.2137,0.5159,29.819,3,0,roam_curve_left,-0.7048,-1.1205,0.1931,1.4042,27.957,3,0,roam_curve_left
3760,37.6,-0.2715,-1.5017,0.2141,0.7707,29.882,3,0,roam_curve_left,-0.6022,-1.0237,0.2059,1.4113,28.098,5,0,roam_curve_left
3770,37.7,-0.1949,-1.4853,0.1943,0.8573,29.96,3,0,roam_curve_left,-0.5298,-0.937,0.2237,0.7045,28.212,7,0,roam_curve_left
3780,37.8,-0.1195,-1.4417,0.1818,0.8232,30.047,3,0,roam_pivot_turn,-0.4998,-0.9035,0.2645,0.3881,28.258,8,0,roam_pivot_turn
3790,37.9,-0.0424,-1.4152,0.1917,0.8526,30.129,2,0,roam_pivot_turn,-0.466,-0.8731,0.2499,0.4801,28.304,7,0,roam_pivot_turn
3800,38.0,0.0449,-1.4014,0.1817,0.9641,30.218,0,0,roam_pivot_turn,-0.4172,-0.8705,0.2585,0.5218,28.354,8,0,roam_pivot_turn
3810,38.1,0.1429,-1.4101,0.1858,0.9991,30.317,0,0,roam_pivot_turn,-0.3645,-0.8907,0.2478,0.6118,28.41,10,0,roam_pivot_turn
3820,38.2,0.2429,-1.4299,0.1852,1.0349,30.419,0,0,roam_pivot_turn,-0.3172,-0.9315,0.2532,0.6472,28.473,6,0,roam_pivot_turn
3830,38.3,0.3419,-1.4591,0.1835,1.0301,30.522,0,0,roam_stance_pause,-0.2718,-0.9772,0.2438,0.6462,28.538,7,0,roam_stance_pause
3840,38.4,0.4339,-1.485,0.2075,0.9078,30.617,0,0,roam_stance_pause,-0.217,-1.0202,0.2291,0.7434,28.607,5,0,roam_stance_pause
3850,38.5,0.5163,-1.5108,0.2156,0.7633,30.704,1,0,roam_stance_pause,-0.1537,-1.0539,0.2087,0.5698,28.679,4,0,roam_stance_pause
3860,38.6,0.5582,-1.524,0.2279,0.1489,30.748,1,0,roam_curve_right,-0.1085,-1.0734,0.2136,0.4796,28.728,3,0,roam_curve_right
3870,38.7,0.5698,-1.5288,0.2006,0.1804,30.76,1,0,roam_curve_right,-0.0658,-1.0998,0.2156,0.5908,28.779,1,0,roam_curve_right
3880,38.8,0.5984,-1.5641,0.2109,0.5664,30.806,1,0,roam_curve_right,-0.019,-1.1419,0.2047,0.7355,28.842,2,0,roam_curve_right
3890,38.9,0.6138,-1.6026,0.2176,0.2825,30.849,1,0,roam_curve_right,0.0376,-1.2227,0.1976,1.1351,28.941,0,0,roam_curve_right
3900,39.0,0.5888,-1.6281,0.2074,0.4738,30.886,0,0,roam_curve_right,0.0937,-1.3272,0.1826,1.2369,29.059,0,0,roam_curve_right
3910,39.1,0.5195,-1.6539,0.1913,0.9296,30.96,0,0,roam_curve_right,0.148,-1.4436,0.1887,1.2906,29.188,0,0,roam_curve_right
3920,39.2,0.4185,-1.6776,0.1948,1.095,31.064,0,0,roam_curve_right,0.2033,-1.5632,0.1863,1.3442,29.32,0,0,roam_curve_right
3930,39.3,0.3029,-1.6918,0.1888,1.2308,31.18,0,0,roam_curve_right,0.2563,-1.688,0.1858,1.3633,29.455,0,0,roam_curve_right
3940,39.4,0.1776,-1.6996,0.1836,1.2844,31.306,1,0,roam_curve_right,0.3092,-1.8133,0.1908,1.3638,29.591,0,0,roam_curve_right
3950,39.5,0.0436,-1.7006,0.1867,1.3485,31.44,2,0,roam_curve_right,0.3631,-1.9387,0.1915,1.3952,29.728,0,0,roam_curve_right
3960,39.6,-0.0602,-1.71,0.2147,0.8412,31.546,2,0,roam_curve_right,0.4169,-2.0669,0.2001,1.3891,29.867,3,0,roam_curve_right
3970,39.7,-0.1389,-1.739,0.1979,0.9249,31.63,1,0,roam_forward_cruise,0.4661,-2.1889,0.2061,1.2444,29.998,5,0,roam_forward_cruise
3980,39.8,-0.2482,-1.7393,0.1947,1.0665,31.739,0,0,roam_forward_cruise,0.4843,-2.265,0.2647,0.4235,30.077,5,0,roam_forward_cruise
3990,39.9,-0.3533,-1.7214,0.1958,1.0345,31.846,2,0,roam_forward_cruise,0.4801,-2.307,0.2929,0.4295,30.12,3,0,roam_forward_cruise
4000,40.0,-0.4521,-1.6966,0.1893,1.0802,31.948,1,0,roam_forward_cruise,0.4706,-2.3433,0.2543,0.353,30.16,8,0,roam_forward_cruise
4010,40.1,-0.5419,-1.6825,0.199,0.901,32.039,0,0,roam_forward_cruise,0.4285,-2.3355,0.2534,0.5109,30.203,6,0,roam_forward_cruise
4020,40.2,-0.639,-1.6566,0.1926,1.1338,32.139,0,0,roam_forward_cruise,0.3721,-2.3086,0.2586,0.6565,30.265,7,0,roam_forward_cruise
4030,40.3,-0.7498,-1.6077,0.1862,1.2486,32.261,1,0,roam_forward_cruise,0.3097,-2.2697,0.2378,0.914,30.339,4,0,roam_forward_cruise
4040,40.4,-0.8672,-1.5516,0.1841,1.33,32.391,0,0,roam_forward_cruise,0.2392,-2.1968,0.212,1.0639,30.441,3,0,roam_forward_cruise
4050,40.5,-0.9855,-1.4887,0.1853,1.351,32.525,1,0,roam_forward_cruise,0.1645,-2.1102,0.1804,1.2705,30.555,3,0,roam_forward_cruise
4060,40.6,-1.0961,-1.4335,0.1947,0.5678,32.649,3,1,roam_curve_left,0.0823,-2.0157,0.2026,1.261,30.68,1,0,roam_curve_left
4070,40.7,-1.1513,-1.4468,0.2306,0.5423,32.706,3,0,roam_curve_left,0.0163,-1.955,0.2193,0.6516,30.77,1,0,roam_curve_left
4080,40.8,-1.1927,-1.4888,0.2233,0.7997,32.768,2,0,roam_curve_left,-0.0431,-1.9267,0.2343,0.6845,30.836,1,0,roam_curve_left
4090,40.9,-1.2207,-1.5724,0.183,0.9825,32.856,2,0,roam_curve_left,-0.1088,-1.9128,0.2196,0.7166,30.904,1,0,roam_curve_left
4100,41.0,-1.2444,-1.6867,0.1957,1.2326,32.973,0,0,roam_curve_left,-0.1996,-1.9055,0.1893,1.1401,30.995,1,0,roam_curve_left
4110,41.1,-1.2652,-1.8092,0.1843,1.2684,33.097,0,0,roam_curve_left,-0.3076,-1.9036,0.1812,0.6893,31.103,3,0,roam_curve_left
4120,41.2,-1.2809,-1.9399,0.1868,1.3379,33.229,1,0,roam_curve_left,-0.3785,-1.9125,0.2121,0.7674,31.174,0,0,roam_curve_left
4130,41.3,-1.2907,-2.0745,0.1844,1.3615,33.364,1,0,roam_curve_left,-0.4581,-1.9284,0.1923,0.9473,31.256,0,0,roam_curve_left
4140,41.4,-1.3013,-2.2034,0.1889,1.1733,33.493,1,0,roam_pivot_turn,-0.5576,-1.9566,0.1809,1.0581,31.359,1,0,roam_pivot_turn
4150,41.5,-1.3357,-2.3273,0.1789,1.2938,33.622,1,0,roam_pivot_turn,-0.6625,-1.9799,0.1853,1.0938,31.466,0,1,roam_pivot_turn
4160,41.6,-1.3743,-2.45,0.1891,1.2722,33.75,2,0,boundary_turn_inward,-0.773,-1.9934,0.1865,1.1467,31.578,0,0,roam_pivot_turn
4170,41.7,-1.4066,-2.5722,0.1841,1.2689,33.877,1,0,boundary_turn_inward,-0.89,-1.9897,0.182,1.1766,31.695,1,0,roam_pivot_turn
4180,41.8,-1.4212,-2.6991,0.1829,1.2842,34.005,0,0,boundary_turn_inward,-1.0012,-1.9769,0.1905,1.0445,31.807,1,0,roam_pivot_turn
4190,41.9,-1.4275,-2.8247,0.189,1.2141,34.131,0,0,boundary_emergency_brake,-1.0908,-1.9322,0.2009,1.0108,31.908,1,0,roam_stance_pause
4200,42.0,-1.4286,-2.9442,0.2121,1.1593,34.25,0,0,boundary_emergency_brake,-1.1699,-1.8777,0.1976,0.8942,32.004,1,0,roam_stance_pause
4210,42.1,-1.4308,-3.0441,0.2327,0.9207,34.35,0,0,boundary_emergency_brake,-1.2395,-1.831,0.2213,0.8074,32.088,0,0,roam_stance_pause
4220,42.2,-1.4305,-3.1165,0.2408,0.4312,34.422,0,0,boundary_emergency_brake,-1.2969,-1.7921,0.2163,0.6039,32.158,0,0,roam_curve_right
4230,42.3,-1.4296,-3.1534,0.2322,0.3294,34.459,0,0,boundary_emergency_brake,-1.3415,-1.7579,0.2125,0.6376,32.214,0,0,roam_curve_right
4240,42.4,-1.4283,-3.1651,0.1996,0.1611,34.476,0,0,roam_curve_right,-1.3867,-1.7087,0.2056,0.7266,32.281,1,0,roam_curve_right
4250,42.5,-1.4137,-3.1316,0.2095,0.5032,34.512,0,0,roam_curve_right,-1.4404,-1.6272,0.1955,1.1328,32.378,2,0,roam_curve_right
4260,42.6,-1.3856,-3.0867,0.2039,0.5659,34.565,0,0,roam_curve_right,-1.4961,-1.5216,0.186,1.2459,32.498,3,0,roam_curve_right
4270,42.7,-1.3331,-3.0242,0.1958,1.0537,34.647,0,0,roam_curve_right,-1.5502,-1.4079,0.1847,1.269,32.624,5,0,roam_curve_right
4280,42.8,-1.2526,-2.9461,0.1858,1.1805,34.759,0,0,roam_curve_right,-1.598,-1.2918,0.1895,1.1112,32.749,6,0,roam_curve_right
4290,42.9,-1.1608,-2.8643,0.1869,1.2406,34.882,0,0,roam_curve_right,-1.5952,-1.1941,0.2182,0.9568,32.848,4,1,roam_curve_right
4300,43.0,-1.0615,-2.7839,0.1846,1.32,35.01,1,0,roam_curve_right,-1.579,-1.0913,0.1861,1.1887,32.952,3,2,roam_curve_right
4310,43.1,-0.9594,-2.7112,0.1948,1.0784,35.135,2,0,roam_curve_right,-1.5421,-0.971,0.196,0.9847,33.078,3,2,roam_curve_right
4320,43.2,-0.8504,-2.6942,0.207,1.1526,35.246,3,0,roam_curve_right,-1.4874,-0.9141,0.2358,0.7883,33.157,2,2,roam_curve_right
4330,43.3,-0.7727,-2.6679,0.2065,0.606,35.332,3,0,roam_forward_cruise,-1.4329,-0.8582,0.1986,0.8291,33.235,2,4,roam_forward_cruise
4340,43.4,-0.7419,-2.6287,0.2192,0.41,35.382,3,1,roam_forward_cruise,-1.3751,-0.8313,0.214,0.3734,33.3,0,3,roam_forward_cruise
4350,43.5,-0.7351,-2.6082,0.217,0.1748,35.408,4,2,boundary_turn_inward,-1.3425,-0.8344,0.2607,0.329,33.333,2,2,roam_forward_cruise
4360,43.6,-0.7504,-2.6013,0.2074,0.1912,35.424,5,2,boundary_turn_inward,-1.3117,-0.8394,0.2206,0.2449,33.365,2,5,roam_forward_cruise
4370,43.7,-0.7521,-2.617,0.1998,0.29,35.445,5,2,boundary_turn_inward,-1.3281,-0.8895,0.2312,0.6392,33.418,1,5,roam_forward_cruise
4380,43.8,-0.7517,-2.6231,0.1926,0.0577,35.457,4,2,roam_forward_cruise,-1.3579,-0.9107,0.229,0.3728,33.462,3,3,roam_forward_cruise
4390,43.9,-0.75,-2.6209,0.1938,0.0295,35.461,4,2,boundary_turn_inward,-1.4004,-0.9032,0.2234,0.611,33.505,1,4,roam_forward_cruise
4400,44.0,-0.7471,-2.6185,0.1946,0.0765,35.465,5,2,roam_forward_cruise,-1.4701,-0.9068,0.2117,0.6232,33.575,1,4,roam_forward_cruise
4410,44.1,-0.7464,-2.6145,0.1979,0.0138,35.469,5,2,boundary_turn_inward,-1.5108,-0.9494,0.2084,0.6564,33.636,2,3,roam_forward_cruise
4420,44.2,-0.732,-2.6004,0.2057,0.4299,35.489,5,2,roam_curve_left,-1.5337,-1.0131,0.1816,0.8329,33.704,1,3,roam_curve_left
4430,44.3,-0.7014,-2.5675,0.2042,0.5042,35.534,4,4,roam_curve_left,-1.5003,-1.0902,0.1896,0.7889,33.792,4,3,roam_curve_left
4440,44.4,-0.6588,-2.5112,0.2145,0.796,35.605,2,4,roam_curve_left,-1.4752,-1.1508,0.2035,0.6566,33.859,4,2,roam_curve_left
4450,44.5,-0.6133,-2.4589,0.1919,0.6444,35.674,2,8,roam_curve_left,-1.456,-1.2231,0.2105,0.6867,33.934,3,3,roam_curve_left
4460,44.6,-0.5828,-2.3858,0.198,1.0077,35.754,2,8,roam_curve_left,-1.4747,-1.2752,0.216,0.5521,33.99,3,1,roam_curve_left
4470,44.7,-0.5588,-2.2883,0.1525,1.0547,35.855,0,11,roam_curve_left,-1.5059,-1.3395,0.1924,0.9843,34.062,4,0,roam_curve_left
4480,44.8,-0.5384,-2.2106,0.1773,0.5824,35.935,0,6,roam_curve_left,-1.5315,-1.4323,0.1928,1.0244,34.158,4,1,roam_curve_left
4490,44.9,-0.519,-2.1565,0.1989,0.5903,35.992,0,4,roam_curve_left,-1.5303,-1.5187,0.2055,0.7094,34.246,4,0,roam_curve_left
4500,45.0,-0.4929,-2.1026,0.1784,0.6506,36.052,1,4,roam_pivot_turn,-1.4936,-1.5791,0.199,0.7139,34.317,3,0,roam_pivot_turn
4510,45.1,-0.4482,-2.0505,0.1933,0.6997,36.121,0,3,roam_pivot_turn,-1.4571,-1.6475,0.1863,0.8702,34.395,2,0,roam_pivot_turn
4520,45.2,-0.3863,-2.0024,0.1858,0.8805,36.2,0,0,roam_pivot_turn,-1.4287,-1.7319,0.1924,0.9019,34.484,1,0,roam_pivot_turn
4530,45.3,-0.3045,-1.9649,0.1856,0.9288,36.29,2,0,roam_pivot_turn,-1.4072,-1.8317,0.1848,1.0846,34.586,0,0,roam_pivot_turn
4540,45.4,-0.2098,-1.9439,0.1906,1.0345,36.388,2,0,roam_pivot_turn,-1.3963,-1.942,0.1821,1.1187,34.697,1,0,roam_pivot_turn
4550,45.5,-0.1247,-1.9448,0.1953,0.4204,36.473,2,0,roam_stance_pause,-1.3898,-2.0535,0.19,1.0956,34.808,2,0,roam_stance_pause
4560,45.6,-0.1129,-1.9674,0.2306,0.2626,36.5,0,0,roam_stance_pause,-1.3844,-2.1605,0.2027,1.0247,34.916,2,0,roam_stance_pause
4570,45.7,-0.0987,-1.9916,0.2061,0.3366,36.528,1,0,roam_stance_pause,-1.3818,-2.2545,0.2163,0.8548,35.01,0,0,roam_stance_pause
4580,45.8,-0.1049,-2.0236,0.2058,0.3272,36.561,1,0,roam_curve_right,-1.3823,-2.3297,0.2155,0.6571,35.085,2,0,boundary_turn_inward
4590,45.9,-0.1225,-2.0602,0.2131,0.4957,36.602,1,0,roam_curve_right,-1.3835,-2.3818,0.2021,0.4006,35.137,2,0,boundary_turn_inward
4600,46.0,-0.1623,-2.1121,0.1975,0.8351,36.667,1,0,roam_curve_right,-1.3614,-2.4201,0.201,0.5079,35.182,1,0,boundary_turn_inward
4610,46.1,-0.2329,-2.1851,0.1909,1.149,36.769,3,2,roam_curve_right,-1.3112,-2.4497,0.1904,0.698,35.241,0,0,roam_curve_right
4620,46.2,-0.3185,-2.2449,0.1958,1.0128,36.874,2,4,roam_curve_right,-1.2392,-2.4789,0.1862,0.8263,35.319,2,0,boundary_turn_inward
4630,46.3,-0.4171,-2.2896,0.1793,1.1342,36.982,2,9,roam_curve_right,-1.1791,-2.5156,0.1993,0.5973,35.39,3,0,boundary_turn_inward
4640,46.4,-0.5365,-2.3316,0.1482,1.427,37.109,2,12,roam_curve_right,-1.1457,-2.5537,0.2168,0.4474,35.441,4,0,boundary_turn_inward
4650,46.5,-0.6677,-2.3664,0.171,0.9131,37.245,3,9,roam_curve_right,-1.1236,-2.5903,0.2183,0.4225,35.484,4,0,boundary_turn_inward
4660,46.6,-0.645,-2.3501,0.2303,0.5009,37.282,1,6,roam_curve_right,-1.1091,-2.6301,0.2176,0.4325,35.526,5,0,boundary_turn_inward
4670,46.7,-0.5991,-2.3259,0.2257,0.5771,37.334,2,7,roam_curve_right,-1.0975,-2.6722,0.2048,0.4273,35.57,3,0,boundary_turn_inward
4680,46.8,-0.5328,-2.2954,0.1521,0.8803,37.407,1,14,roam_curve_right,-1.0573,-2.6983,0.1952,0.5082,35.618,2,0,boundary_turn_inward
4690,46.9,-0.477,-2.2818,0.1599,0.2196,37.468,2,11,roam_forward_cruise,-1.0165,-2.7362,0.1956,0.607,35.674,4,0,boundary_turn_inward
4700,47.0,-0.4661,-2.3028,0.2031,0.2319,37.491,2,8,roam_forward_cruise,-0.9533,-2.7562,0.1885,0.6938,35.741,2,0,boundary_turn_inward
4710,47.1,-0.451,-2.3331,0.1848,0.5487,37.525,2,9,roam_forward_cruise,-0.8808,-2.7748,0.1893,0.7197,35.816,4,0,boundary_turn_inward
4720,47.2,-0.4274,-2.3935,0.1751,0.6153,37.59,3,10,roam_forward_cruise,-0.8399,-2.7898,0.2101,0.2176,35.86,2,0,boundary_turn_inward
4730,47.3,-0.4067,-2.4331,0.1934,0.3453,37.636,5,7,roam_forward_cruise,-0.8417,-2.8087,0.2142,0.2635,35.881,2,0,boundary_turn_inward
4740,47.4,-0.3862,-2.45,0.199,0.232,37.663,4,5,roam_forward_cruise,-0.8679,-2.8277,0.1985,0.3696,35.913,2,0,boundary_turn_inward
4750,47.5,-0.3811,-2.4729,0.2053,0.1768,37.686,4,4,roam_forward_cruise,-0.9071,-2.824,0.1955,0.445,35.955,2,0,roam_forward_cruise
4760,47.6,-0.3711,-2.4857,0.2112,0.1108,37.702,4,4,roam_forward_cruise,-0.9452,-2.8072,0.191,0.4191,35.996,1,0,boundary_turn_inward
4770,47.7,-0.373,-2.49,0.2135,0.0713,37.709,5,4,roam_forward_cruise,-0.98,-2.7935,0.1943,0.3498,36.034,1,0,roam_forward_cruise
4780,47.8,-0.3952,-2.4904,0.2232,0.3992,37.731,3,4,roam_curve_left,-1.0136,-2.7783,0.1907,0.4086,36.071,2,0,roam_curve_left
4790,47.9,-0.4375,-2.4849,0.2299,0.4257,37.774,3,4,roam_curve_left,-1.0531,-2.7598,0.1884,0.4779,36.114,2,0,roam_curve_left
4800,48.0,-0.4699,-2.4413,0.2276,0.6733,37.829,2,5,roam_curve_left,-1.1038,-2.735,0.1894,0.6019,36.171,2,0,roam_curve_left
4810,48.1,-0.5182,-2.3846,0.1886,0.9135,37.904,1,8,roam_curve_left,-1.1652,-2.7033,0.1906,0.7225,36.24,1,0,boundary_turn_inward
4820,48.2,-0.6176,-2.3251,0.1513,1.3607,38.02,1,11,roam_curve_left,-1.2333,-2.666,0.1899,0.8185,36.318,1,0,boundary_turn_inward
4830,48.3,-0.7005,-2.2601,0.1733,0.9417,38.129,1,6,roam_curve_left,-1.3056,-2.6241,0.1829,0.8567,36.401,2,0,boundary_turn_inward
4840,48.4,-0.742,-2.181,0.1796,0.8534,38.219,1,3,roam_curve_left,-1.3801,-2.5781,0.1879,0.8707,36.489,0,0,boundary_turn_inward
4850,48.5,-0.8047,-2.1202,0.1911,0.8942,38.306,1,1,roam_curve_left,-1.4556,-2.5276,0.1867,0.939,36.579,1,0,roam_curve_left
4860,48.6,-0.8704,-2.0613,0.1781,0.8955,38.394,2,1,roam_pivot_turn,-1.5315,-2.4714,0.185,0.9849,36.674,3,0,roam_pivot_turn
4870,48.7,-0.9216,-1.9921,0.1939,0.865,38.481,1,0,roam_pivot_turn,-1.602,-2.4021,0.1888,0.9139,36.773,4,0,roam_pivot_turn
4880,48.8,-0.9419,-1.8978,0.1812,1.0102,38.578,0,0,roam_pivot_turn,-1.6227,-2.3306,0.223,0.7104,36.849,4,0,roam_pivot_turn
4890,48.9,-0.9542,-1.7956,0.1893,1.0322,38.681,1,0,roam_pivot_turn,-1.6078,-2.2566,0.2267,0.8298,36.925,3,0,roam_pivot_turn
4900,49.0,-0.9618,-1.6919,0.1803,1.0564,38.785,0,0,roam_pivot_turn,-1.5577,-2.182,0.1893,0.9628,37.015,4,0,roam_pivot_turn
4910,49.1,-0.9553,-1.5838,0.1892,1.0723,38.893,0,0,roam_stance_pause,-1.4755,-2.1172,0.191,0.9846,37.12,2,0,roam_stance_pause
4920,49.2,-0.9466,-1.4832,0.2042,0.9419,38.994,0,0,roam_stance_pause,-1.3991,-2.0598,0.2135,0.9781,37.216,0,0,roam_stance_pause
4930,49.3,-0.9382,-1.3964,0.2156,0.7806,39.081,0,0,roam_stance_pause,-1.3288,-2.0066,0.2134,0.7427,37.304,0,0,roam_stance_pause
