step,time_s,ball_x,ball_y,radius_m,core_z_m,distance_to_edge_m,speed_mps,v_radial_mps,sub_skill,action_name,is_boundary_active
7240,72.4,-0.4825,0.7039,0.8534,0.1906,1.1466,0.1571,0.0739,move,roam_forward_cruise,0
7250,72.5,-0.4897,0.7051,0.8584,0.1898,1.1416,0.1148,0.0588,move,roam_forward_cruise,0
7260,72.6,-0.4886,0.7024,0.8556,0.1913,1.1444,0.1079,-0.0006,move,roam_forward_cruise,0
7270,72.7,-0.4945,0.6994,0.8565,0.1917,1.1435,0.1509,0.0772,move,roam_forward_cruise,0
7280,72.8,-0.4955,0.7039,0.8608,0.1921,1.1392,0.1209,0.1015,move,roam_forward_cruise,0
7290,72.9,-0.4922,0.702,0.8574,0.1969,1.1426,0.13,-0.1176,move,roam_forward_cruise,0
7300,73.0,-0.4814,0.6864,0.8384,0.1874,1.1616,0.2361,-0.2185,curve,roam_curve_left,0
7310,73.1,-0.4776,0.6758,0.8275,0.1867,1.1725,0.0864,-0.0475,curve,roam_curve_left,0
7320,73.2,-0.4837,0.6812,0.8355,0.1854,1.1645,0.0757,0.0529,curve,roam_curve_left,0
7330,73.3,-0.4873,0.6862,0.8416,0.1849,1.1584,0.0921,0.0652,curve,roam_curve_left,0
7340,73.4,-0.493,0.6906,0.8485,0.1822,1.1515,0.152,0.0641,curve,roam_curve_left,0
7350,73.5,-0.4978,0.6904,0.8512,0.1804,1.1488,0.1862,-0.087,curve,roam_curve_left,0
7360,73.6,-0.5013,0.678,0.8432,0.1868,1.1568,0.1852,-0.0693,curve,roam_curve_left,0
7370,73.7,-0.5053,0.6674,0.8371,0.1841,1.1629,0.1697,-0.0609,curve,roam_curve_left,0
7380,73.8,-0.5078,0.6503,0.8251,0.1868,1.1749,0.2582,-0.2025,turn,roam_pivot_turn,0
7390,73.9,-0.5115,0.6331,0.8139,0.1875,1.1861,0.3898,-0.096,turn,roam_pivot_turn,0
7400,74.0,-0.5247,0.6139,0.8076,0.1866,1.1924,0.2035,-0.0234,turn,roam_pivot_turn,0
7410,74.1,-0.5415,0.5978,0.8066,0.1855,1.1934,0.4353,-0.018,turn,roam_pivot_turn,0
7420,74.2,-0.5711,0.5822,0.8155,0.1879,1.1845,0.3961,0.2102,turn,roam_pivot_turn,0
7430,74.3,-0.6056,0.5647,0.828,0.1902,1.172,0.3471,0.1625,stop,roam_stance_pause,0
7440,74.4,-0.6264,0.558,0.8389,0.1925,1.1611,0.1307,0.1302,stop,roam_stance_pause,0
7450,74.5,-0.63,0.5677,0.848,0.1917,1.152,0.1791,0.1366,stop,roam_stance_pause,0
7460,74.6,-0.6334,0.5832,0.861,0.1881,1.139,0.2307,0.1823,curve,roam_curve_right,0
7470,74.7,-0.6391,0.604,0.8794,0.1854,1.1206,0.2832,0.243,curve,roam_curve_right,0
7480,74.8,-0.6463,0.6283,0.9014,0.182,1.0986,0.3102,0.2595,curve,roam_curve_right,0
7490,74.9,-0.6541,0.6554,0.9259,0.182,1.0741,0.3152,0.2737,curve,roam_curve_right,0
7500,75.0,-0.6617,0.6828,0.9508,0.1807,1.0492,0.279,0.2396,curve,roam_curve_right,0
7510,75.1,-0.6569,0.6984,0.9588,0.1841,1.0412,0.1737,0.0269,curve,roam_curve_right,0
7520,75.2,-0.6453,0.709,0.9587,0.1822,1.0413,0.1709,0.019,curve,roam_curve_right,0
7530,75.3,-0.6333,0.7191,0.9582,0.1814,1.0418,0.1659,0.0218,curve,roam_curve_right,0
7540,75.4,-0.6225,0.7292,0.9588,0.1827,1.0412,0.17,0.037,curve,roam_curve_right,0
7550,75.5,-0.6085,0.7444,0.9615,0.1851,1.0385,0.2278,0.0462,curve,roam_curve_right,0
7560,75.6,-0.5942,0.7633,0.9673,0.1832,1.0327,0.2451,0.1168,curve,roam_curve_right,0
7570,75.7,-0.5886,0.7846,0.9808,0.1874,1.0192,0.2281,0.1624,move,roam_forward_cruise,0
7580,75.8,-0.5981,0.7939,0.994,0.1855,1.006,0.0827,0.0506,move,roam_forward_cruise,0
7590,75.9,-0.6237,0.7881,1.005,0.189,0.995,0.355,0.2017,move,roam_forward_cruise,0
7600,76.0,-0.6622,0.7864,1.028,0.1878,0.972,0.2788,0.1633,move,roam_forward_cruise,0
7610,76.1,-0.6714,0.7777,1.0275,0.1944,0.9725,0.0972,-0.0711,move,roam_forward_cruise,0
7620,76.2,-0.669,0.7663,1.0173,0.193,0.9827,0.099,-0.0778,move,roam_forward_cruise,0
7630,76.3,-0.669,0.7584,1.0113,0.1908,0.9887,0.0587,-0.0238,move,roam_forward_cruise,0
7640,76.4,-0.6706,0.7544,1.0093,0.19,0.9907,0.0357,-0.0248,move,roam_forward_cruise,0
7650,76.5,-0.671,0.7499,1.0063,0.1885,0.9937,0.0515,-0.0425,move,roam_forward_cruise,0
7660,76.6,-0.6613,0.7413,0.9934,0.1823,1.0066,0.1801,-0.18,curve,roam_curve_left,0
7670,76.7,-0.6566,0.7318,0.9832,0.1819,1.0168,0.1209,-0.1166,curve,roam_curve_left,0
7680,76.8,-0.6533,0.7202,0.9724,0.1795,1.0276,0.1085,-0.0936,curve,roam_curve_left,0
7690,76.9,-0.65,0.7086,0.9616,0.1806,1.0384,0.1407,-0.1298,curve,roam_curve_left,0
7700,77.0,-0.6459,0.692,0.9466,0.1825,1.0534,0.1879,-0.1578,curve,roam_curve_left,0
7710,77.1,-0.6423,0.6719,0.9295,0.1827,1.0705,0.2877,-0.2397,curve,roam_curve_left,0
7720,77.2,-0.6363,0.6482,0.9084,0.1832,1.0916,0.3071,-0.2785,curve,roam_curve_left,0
7730,77.3,-0.6231,0.6174,0.8771,0.1827,1.1229,0.3796,-0.3595,curve,roam_curve_left,0
7740,77.4,-0.6117,0.5827,0.8449,0.1857,1.1551,0.3677,-0.3075,turn,roam_pivot_turn,0
7750,77.5,-0.6103,0.542,0.8162,0.1844,1.1838,0.4275,-0.2802,turn,roam_pivot_turn,0
7760,77.6,-0.6036,0.5092,0.7897,0.1872,1.2103,0.3147,-0.2816,turn,roam_pivot_turn,0
7770,77.7,-0.5913,0.48,0.7616,0.1867,1.2384,0.3089,-0.2593,turn,roam_pivot_turn,0
7780,77.8,-0.582,0.4487,0.7349,0.1875,1.2651,0.3395,-0.2639,turn,roam_pivot_turn,0
7790,77.9,-0.5753,0.4127,0.708,0.1886,1.292,0.3526,-0.2254,stop,roam_stance_pause,0
7800,78.0,-0.5758,0.3762,0.6878,0.1943,1.3122,0.3565,-0.1633,stop,roam_stance_pause,0
7810,78.1,-0.5801,0.3419,0.6734,0.1952,1.3266,0.3389,-0.1311,stop,roam_stance_pause,0
7820,78.2,-0.5852,0.3064,0.6605,0.1907,1.3395,0.3719,-0.1116,curve,roam_curve_right,0
7830,78.3,-0.5942,0.2712,0.6531,0.184,1.3469,0.3461,-0.0301,curve,roam_curve_right,0
7840,78.4,-0.6103,0.2327,0.6532,0.185,1.3468,0.4527,0.0182,curve,roam_curve_right,0
7850,78.5,-0.6277,0.1905,0.6559,0.1832,1.3441,0.4288,0.0261,curve,roam_curve_right,0
7860,78.6,-0.6432,0.1495,0.6603,0.184,1.3397,0.4704,0.0699,curve,roam_curve_right,0
7870,78.7,-0.6615,0.1044,0.6697,0.1833,1.3303,0.4392,0.1011,curve,roam_curve_right,0
7880,78.8,-0.6774,0.0604,0.6801,0.1843,1.3199,0.4742,0.1189,curve,roam_curve_right,0
7890,78.9,-0.6946,0.0154,0.6947,0.185,1.3053,0.46,0.163,curve,roam_curve_right,0
7900,79.0,-0.7141,-0.0327,0.7149,0.1823,1.2851,0.527,0.2175,curve,roam_curve_right,0
7910,79.1,-0.7354,-0.0822,0.74,0.1843,1.26,0.5376,0.276,curve,roam_curve_right,0
7920,79.2,-0.758,-0.1347,0.7699,0.1812,1.2301,0.5486,0.288,curve,roam_curve_right,0
7930,79.3,-0.774,-0.1902,0.7971,0.1841,1.2029,0.5844,0.2853,move,roam_forward_cruise,0
7940,79.4,-0.7913,-0.2468,0.8289,0.1856,1.1711,0.6094,0.3312,move,roam_forward_cruise,0
7950,79.5,-0.8055,-0.3103,0.8632,0.1825,1.1368,0.6539,0.3557,move,roam_forward_cruise,0
7960,79.6,-0.8169,-0.3735,0.8982,0.1848,1.1018,0.6149,0.3263,move,roam_forward_cruise,0
7970,79.7,-0.8109,-0.4235,0.9149,0.1908,1.0851,0.4726,0.0062,move,roam_forward_cruise,0
7980,79.8,-0.7822,-0.4642,0.9096,0.187,1.0904,0.4892,-0.0847,move,roam_forward_cruise,0
7990,79.9,-0.7568,-0.4773,0.8948,0.1971,1.1052,0.2203,-0.2042,move,roam_forward_cruise,0
8000,80.0,-0.7387,-0.469,0.875,0.1928,1.125,0.1808,-0.1806,move,roam_forward_cruise,0
8010,80.1,-0.7303,-0.4665,0.8666,0.1937,1.1334,0.0872,0.0261,move,roam_forward_cruise,0
8020,80.2,-0.7231,-0.4631,0.8587,0.1888,1.1413,0.2243,-0.2102,curve,roam_curve_left,0
8030,80.3,-0.7126,-0.4467,0.841,0.1859,1.159,0.256,-0.2264,curve,roam_curve_left,0
8040,80.4,-0.6994,-0.4216,0.8166,0.1811,1.1834,0.2968,-0.2552,curve,roam_curve_left,0
8050,80.5,-0.6841,-0.3952,0.79,0.1822,1.21,0.3204,-0.2866,curve,roam_curve_left,0
8060,80.6,-0.6639,-0.3679,0.759,0.1832,1.241,0.3388,-0.3125,curve,roam_curve_left,0
8070,80.7,-0.6436,-0.3383,0.727,0.182,1.273,0.381,-0.3292,curve,roam_curve_left,0
8080,80.8,-0.6247,-0.3063,0.6958,0.1823,1.3042,0.3706,-0.3058,curve,roam_curve_left,0
8090,80.9,-0.6021,-0.2732,0.6612,0.1838,1.3388,0.395,-0.3386,curve,roam_curve_left,0
8100,81.0,-0.5738,-0.2416,0.6226,0.1852,1.3774,0.4422,-0.4087,turn,roam_pivot_turn,0
8110,81.1,-0.5429,-0.2096,0.5819,0.1839,1.4181,0.4309,-0.3876,turn,roam_pivot_turn,0
8120,81.2,-0.5101,-0.1819,0.5415,0.1882,1.4585,0.4619,-0.452,turn,roam_pivot_turn,0
8130,81.3,-0.4673,-0.1588,0.4935,0.1845,1.5065,0.4624,-0.4575,turn,roam_pivot_turn,0
8140,81.4,-0.425,-0.1422,0.4482,0.1851,1.5518,0.4521,-0.4512,turn,roam_pivot_turn,0
8150,81.5,-0.3869,-0.1375,0.4106,0.192,1.5894,0.3572,-0.3364,stop,roam_stance_pause,0
8160,81.6,-0.3535,-0.1401,0.3803,0.1941,1.6197,0.3061,-0.2667,stop,roam_stance_pause,0
8170,81.7,-0.3257,-0.1416,0.3551,0.1927,1.6449,0.2563,-0.2282,stop,roam_stance_pause,0
8180,81.8,-0.2992,-0.143,0.3316,0.1893,1.6684,0.2837,-0.2467,curve,roam_curve_right,0
8190,81.9,-0.2687,-0.1434,0.3046,0.1872,1.6954,0.3522,-0.3186,curve,roam_curve_right,0
8200,82.0,-0.2319,-0.1415,0.2717,0.1821,1.7283,0.2676,-0.2396,curve,roam_curve_right,0
8210,82.1,-0.1994,-0.1349,0.2407,0.1832,1.7593,0.3443,-0.3119,curve,roam_curve_right,0
8220,82.2,-0.1609,-0.1274,0.2052,0.1855,1.7948,0.3862,-0.3461,curve,roam_curve_right,0
8230,82.3,-0.1211,-0.1178,0.1689,0.1832,1.8311,0.4343,-0.3826,curve,roam_curve_right,0
8240,82.4,-0.0758,-0.1052,0.1297,0.1821,1.8703,0.4935,-0.3781,curve,roam_curve_right,0
8250,82.5,-0.0306,-0.0944,0.0993,0.1852,1.9007,0.4352,-0.2229,curve,roam_curve_right,0
8260,82.6,0.0176,-0.0832,0.085,0.1825,1.915,0.6225,-0.0354,curve,roam_curve_right,0
8270,82.7,0.0686,-0.072,0.0994,0.1855,1.9006,0.5123,0.2746,curve,roam_curve_right,0
8280,82.8,0.1217,-0.0586,0.1351,0.1827,1.8649,0.5491,0.4077,curve,roam_curve_right,0
8290,82.9,0.1705,-0.048,0.1771,0.1864,1.8229,0.49,0.4426,move,roam_forward_cruise,0
8300,83.0,0.2223,-0.0451,0.2268,0.185,1.7732,0.5338,0.5255,move,roam_forward_cruise,0
8310,83.1,0.2749,-0.0492,0.2793,0.1856,1.7207,0.5018,0.4998,move,roam_forward_cruise,0
8320,83.2,0.3275,-0.0565,0.3323,0.1873,1.6677,0.5656,0.5652,move,roam_forward_cruise,0
8330,83.3,0.384,-0.0715,0.3906,0.1832,1.6094,0.585,0.5829,move,roam_forward_cruise,0
8340,83.4,0.44,-0.0878,0.4487,0.1843,1.5513,0.5686,0.5675,move,roam_forward_cruise,0
8350,83.5,0.4867,-0.0899,0.495,0.1907,1.505,0.4072,0.3759,move,roam_forward_cruise,0
8360,83.6,0.5221,-0.0769,0.5277,0.1886,1.4723,0.3666,0.3026,move,roam_forward_cruise,0
8370,83.7,0.558,-0.0639,0.5617,0.1874,1.4383,0.3989,0.3858,move,roam_forward_cruise,0
8380,83.8,0.5929,-0.0702,0.597,0.1875,1.403,0.2735,0.2561,curve,roam_curve_left,0
8390,83.9,0.5939,-0.0739,0.5985,0.1884,1.4015,0.1629,-0.162,curve,roam_curve_left,0
8400,84.0,0.5727,-0.0688,0.5768,0.1838,1.4232,0.2174,-0.2154,curve,roam_curve_left,0
8410,84.1,0.5505,-0.0633,0.5542,0.1797,1.4458,0.0764,-0.0762,curve,roam_curve_left,0
8420,84.2,0.5303,-0.0593,0.5336,0.184,1.4664,0.2227,-0.2221,curve,roam_curve_left,0
8430,84.3,0.5051,-0.0577,0.5084,0.1847,1.4916,0.2882,-0.2852,curve,roam_curve_left,0
8440,84.4,0.4727,-0.0606,0.4766,0.1838,1.5234,0.3411,-0.3286,curve,roam_curve_left,0
8450,84.5,0.4382,-0.0653,0.443,0.1822,1.557,0.3317,-0.3221,curve,roam_curve_left,0
8460,84.6,0.403,-0.0632,0.4079,0.1843,1.5921,0.3831,-0.3821,turn,roam_pivot_turn,0
8470,84.7,0.3641,-0.059,0.3688,0.183,1.6312,0.4267,-0.4222,turn,roam_pivot_turn,0
8480,84.8,0.3229,-0.0502,0.3268,0.184,1.6732,0.4547,-0.4481,turn,roam_pivot_turn,0
8490,84.9,0.2809,-0.0298,0.2825,0.1853,1.7175,0.4684,-0.4243,turn,roam_pivot_turn,0
8500,85.0,0.2416,-0.0009,0.2416,0.1847,1.7584,0.503,-0.3756,turn,roam_pivot_turn,0
8510,85.1,0.2068,0.0351,0.2098,0.187,1.7902,0.5012,-0.2655,stop,roam_stance_pause,0
8520,85.2,0.1741,0.0727,0.1886,0.1933,1.8114,0.4915,-0.1584,stop,roam_stance_pause,0
8530,85.3,0.1415,0.1117,0.1803,0.1882,1.8197,0.459,-0.0181,stop,roam_stance_pause,0
8540,85.4,0.114,0.1453,0.1847,0.1862,1.8153,0.4032,0.094,curve,roam_curve_right,0
8550,85.5,0.09,0.1769,0.1985,0.1829,1.8015,0.376,0.1717,curve,roam_curve_right,0
8560,85.6,0.0656,0.211,0.221,0.1843,1.779,0.4614,0.2574,curve,roam_curve_right,0
8570,85.7,0.0351,0.2459,0.2484,0.1825,1.7516,0.4717,0.2909,curve,roam_curve_right,0
8580,85.8,0.0029,0.2824,0.2825,0.1863,1.7175,0.499,0.3744,curve,roam_curve_right,0
8590,85.9,-0.0321,0.3213,0.3229,0.1828,1.6771,0.5503,0.4264,curve,roam_curve_right,0
8600,86.0,-0.069,0.3586,0.3651,0.1853,1.6349,0.5027,0.4132,curve,roam_curve_right,0
8610,86.1,-0.1075,0.3972,0.4115,0.1822,1.5885,0.5775,0.5085,curve,roam_curve_right,0
8620,86.2,-0.1393,0.4373,0.4589,0.1882,1.5411,0.4235,0.4166,curve,roam_curve_right,0
8630,86.3,-0.1481,0.4766,0.4991,0.1858,1.5009,0.374,0.3595,curve,roam_curve_right,0
8640,86.4,-0.1502,0.5172,0.5386,0.1831,1.4614,0.3996,0.391,curve,roam_curve_right,0
8650,86.5,-0.1494,0.5546,0.5744,0.187,1.4256,0.418,0.3882,move,roam_forward_cruise,0
8660,86.6,-0.1388,0.5985,0.6144,0.1861,1.3856,0.4743,0.4026,move,roam_forward_cruise,0
8670,86.7,-0.1184,0.6447,0.6555,0.1866,1.3445,0.495,0.4159,move,roam_forward_cruise,0
8680,86.8,-0.0896,0.6963,0.702,0.1825,1.298,0.5361,0.4349,move,roam_forward_cruise,0
8690,86.9,-0.0645,0.7259,0.7287,0.1927,1.2713,0.2729,0.1061,move,roam_forward_cruise,0
8700,87.0,-0.0384,0.7245,0.7256,0.1922,1.2744,0.2907,-0.1198,move,roam_forward_cruise,0
8710,87.1,-0.0099,0.7202,0.7203,0.1911,1.2797,0.3001,0.0621,move,roam_forward_cruise,0
8720,87.2,0.0222,0.7298,0.7302,0.1893,1.2698,0.3705,0.1366,move,roam_forward_cruise,0
8730,87.3,0.0601,0.7508,0.7532,0.1874,1.2468,0.4549,0.27,move,roam_forward_cruise,0
8740,87.4,0.1009,0.7798,0.7863,0.1841,1.2137,0.4655,0.3153,curve,roam_curve_left,0
8750,87.5,0.1415,0.8077,0.82,0.1835,1.18,0.5562,0.3916,curve,roam_curve_left,0
8760,87.6,0.1841,0.8393,0.8592,0.1856,1.1408,0.5257,0.4075,curve,roam_curve_left,0
8770,87.7,0.2235,0.8636,0.8921,0.1875,1.1079,0.3666,0.1075,curve,roam_curve_left,0
8780,87.8,0.2569,0.8539,0.8917,0.1857,1.1083,0.3501,-0.0387,curve,roam_curve_left,0
8790,87.9,0.2901,0.8472,0.8955,0.1855,1.1045,0.3647,0.1094,curve,roam_curve_left,0
8800,88.0,0.3309,0.848,0.9103,0.1864,1.0897,0.3986,0.1739,curve,roam_curve_left,0
8810,88.1,0.3746,0.8502,0.929,0.1835,1.071,0.4505,0.181,curve,roam_curve_left,0
8820,88.2,0.4213,0.8506,0.9493,0.1842,1.0507,0.4447,0.2534,turn,roam_pivot_turn,0
8830,88.3,0.4607,0.855,0.9712,0.1878,1.0288,0.2664,0.104,turn,roam_pivot_turn,0
8840,88.4,0.4657,0.8456,0.9654,0.1887,1.0346,0.2047,-0.2032,turn,roam_pivot_turn,0
8850,88.5,0.4471,0.8242,0.9377,0.1855,1.0623,0.2596,-0.2381,turn,roam_pivot_turn,0
8860,88.6,0.4193,0.8084,0.9107,0.1835,1.0893,0.3063,-0.2061,turn,roam_pivot_turn,0
8870,88.7,0.3872,0.7985,0.8875,0.1855,1.1125,0.2843,-0.1676,stop,roam_stance_pause,0
8880,88.8,0.3578,0.791,0.8681,0.188,1.1319,0.2522,-0.1065,stop,roam_stance_pause,0
8890,88.9,0.3345,0.7912,0.859,0.1877,1.141,0.2094,0.0115,stop,roam_stance_pause,0
8900,89.0,0.3188,0.8,0.8612,0.1868,1.1388,0.2023,0.0815,curve,roam_curve_right,0
8910,89.1,0.3061,0.8165,0.872,0.185,1.128,0.2493,0.1746,curve,roam_curve_right,0
8920,89.2,0.2966,0.8365,0.8875,0.1859,1.1125,0.2142,0.1754,curve,roam_curve_right,0
8930,89.3,0.2943,0.8377,0.8879,0.1858,1.1121,0.0029,-0.0022,curve,roam_curve_right,0
8940,89.4,0.2953,0.8343,0.885,0.183,1.115,0.0621,0.0621,curve,roam_curve_right,0
8950,89.5,0.2987,0.8358,0.8875,0.1844,1.1125,0.1021,0.0964,curve,roam_curve_right,0
8960,89.6,0.3007,0.8339,0.8865,0.1847,1.1135,0.0554,0.0474,curve,roam_curve_right,0
8970,89.7,0.3031,0.8325,0.8859,0.1856,1.1141,0.0255,0.0122,curve,roam_curve_right,0
8980,89.8,0.3011,0.8274,0.8805,0.184,1.1195,0.0345,-0.0246,curve,roam_curve_right,0
8990,89.9,0.2971,0.8212,0.8733,0.1851,1.1267,0.0299,-0.0093,curve,roam_curve_right,0
9000,90.0,0.2946,0.8205,0.8718,0.1849,1.1282,0.0704,0.0631,curve,roam_curve_right,0
9010,90.1,0.2914,0.8292,0.8789,0.1886,1.1211,0.188,0.1455,move,roam_forward_cruise,0
9020,90.2,0.2799,0.8473,0.8923,0.1912,1.1077,0.2874,0.2569,move,roam_forward_cruise,0
9030,90.3,0.2619,0.8536,0.8928,0.1927,1.1072,0.1374,-0.0692,move,roam_forward_cruise,0
9040,90.4,0.2431,0.8345,0.8692,0.1899,1.1308,0.1878,-0.091,move,roam_forward_cruise,0
9050,90.5,0.2247,0.8305,0.8604,0.1855,1.1396,0.1567,0.0731,move,roam_forward_cruise,0
9060,90.6,0.2097,0.8391,0.8649,0.1901,1.1351,0.2865,0.2058,move,roam_forward_cruise,0
9070,90.7,0.1908,0.8391,0.8605,0.1901,1.1395,0.131,-0.082,move,roam_forward_cruise,0
9080,90.8,0.1698,0.8365,0.8536,0.1877,1.1464,0.1588,0.0434,move,roam_forward_cruise,0
9090,90.9,0.1436,0.846,0.8581,0.1881,1.1419,0.2192,0.1534,move,roam_forward_cruise,0
9100,91.0,0.1164,0.864,0.8718,0.186,1.1282,0.2354,0.1732,curve,roam_curve_left,0
9110,91.1,0.093,0.8805,0.8854,0.1841,1.1146,0.2688,0.1779,curve,roam_curve_left,0
9120,91.2,0.0726,0.8965,0.8994,0.1863,1.1006,0.2231,0.1707,curve,roam_curve_left,0
9130,91.3,0.0659,0.9111,0.9135,0.1873,1.0865,0.2087,0.2046,curve,roam_curve_left,0
9140,91.4,0.0693,0.9241,0.9267,0.1894,1.0733,0.0677,0.0676,curve,roam_curve_left,0
9150,91.5,0.0653,0.9308,0.9331,0.1885,1.0669,0.0892,0.086,curve,roam_curve_left,0
9160,91.6,0.0624,0.9331,0.9352,0.1885,1.0648,0.071,0.0669,curve,roam_curve_left,0
9170,91.7,0.0637,0.9314,0.9336,0.1883,1.0664,0.0668,0.0297,curve,roam_curve_left,0
9180,91.8,0.0663,0.9251,0.9275,0.1893,1.0725,0.0601,-0.0324,turn,roam_pivot_turn,0
9190,91.9,0.0714,0.9124,0.9152,0.188,1.0848,0.1213,-0.1098,turn,roam_pivot_turn,0
9200,92.0,0.0762,0.8918,0.895,0.1866,1.105,0.1806,-0.1735,turn,roam_pivot_turn,0
9210,92.1,0.0791,0.8696,0.8732,0.1869,1.1268,0.2119,-0.2092,turn,roam_pivot_turn,0
9220,92.2,0.0749,0.8459,0.8492,0.1879,1.1508,0.1977,-0.1915,turn,roam_pivot_turn,0
9230,92.3,0.0695,0.8236,0.8265,0.1906,1.1735,0.1792,-0.1753,stop,roam_stance_pause,0
9240,92.4,0.0658,0.8054,0.8081,0.1911,1.1919,0.0963,-0.0774,stop,roam_stance_pause,0
9250,92.5,0.0633,0.7975,0.8,0.1897,1.2,0.0212,-0.0089,stop,roam_stance_pause,0
9260,92.6,0.0651,0.7935,0.7961,0.188,1.2039,0.0283,0.0247,curve,roam_curve_right,0
9270,92.7,0.0677,0.7923,0.7952,0.1847,1.2048,0.0323,0.0307,curve,roam_curve_right,0
9280,92.8,0.0732,0.7888,0.7922,0.1852,1.2078,0.0447,0.0038,curve,roam_curve_right,0
9290,92.9,0.0769,0.7849,0.7886,0.1838,1.2114,0.0117,0.0079,curve,roam_curve_right,0
9300,93.0,0.0759,0.7797,0.7834,0.1829,1.2166,0.0463,-0.0195,curve,roam_curve_right,0
9310,93.1,0.0706,0.7732,0.7764,0.1828,1.2236,0.0762,-0.028,curve,roam_curve_right,0
9320,93.2,0.0639,0.7658,0.7685,0.1847,1.2315,0.0153,-0.0117,curve,roam_curve_right,0
9330,93.3,0.0548,0.7576,0.7596,0.1854,1.2404,0.1154,-0.0485,curve,roam_curve_right,0
9340,93.4,0.0454,0.7495,0.7508,0.1852,1.2492,0.1126,-0.0527,curve,roam_curve_right,0
9350,93.5,0.0366,0.735,0.7359,0.1856,1.2641,0.1845,-0.1488,curve,roam_curve_right,0
9360,93.6,0.0242,0.7135,0.7139,0.183,1.2861,0.2677,-0.2152,curve,roam_curve_right,0
9370,93.7,0.0165,0.6929,0.6931,0.1884,1.3069,0.1794,-0.1782,move,roam_forward_cruise,0
9380,93.8,0.0212,0.6775,0.6778,0.1857,1.3222,0.1222,-0.0731,move,roam_forward_cruise,0
9390,93.9,0.0243,0.6716,0.672,0.1873,1.328,0.0352,0.0333,move,roam_forward_cruise,0
9400,94.0,0.0197,0.6656,0.6659,0.1891,1.3341,0.1024,-0.0214,move,roam_forward_cruise,0
9410,94.1,0.0113,0.6543,0.6544,0.1874,1.3456,0.2369,-0.071,move,roam_forward_cruise,0
9420,94.2,-0.0019,0.6401,0.6401,0.1885,1.3599,0.3253,0.0118,move,roam_forward_cruise,0
9430,94.3,-0.0208,0.6268,0.6272,0.1873,1.3728,0.3268,0.0016,move,roam_forward_cruise,0
9440,94.4,-0.0422,0.6114,0.6128,0.1862,1.3872,0.5422,0.0356,move,roam_forward_cruise,0
9450,94.5,-0.0658,0.5969,0.6005,0.1882,1.3995,0.4075,0.0594,move,roam_forward_cruise,0
9460,94.6,-0.0915,0.5827,0.5898,0.1871,1.4102,0.4159,-0.0179,curve,roam_curve_left,0
9470,94.7,-0.1207,0.5682,0.5808,0.1865,1.4192,0.4277,0.0814,curve,roam_curve_left,0
9480,94.8,-0.1507,0.5554,0.5754,0.1884,1.4246,0.3839,0.0759,curve,roam_curve_left,0
9490,94.9,-0.1749,0.5482,0.5754,0.1886,1.4246,0.2635,0.1188,curve,roam_curve_left,0
9500,95.0,-0.1919,0.5483,0.5809,0.1869,1.4191,0.2625,0.2082,curve,roam_curve_left,0
9510,95.1,-0.2084,0.5553,0.5931,0.1861,1.4069,0.2082,0.1994,curve,roam_curve_left,0
9520,95.2,-0.2095,0.5647,0.6023,0.1858,1.3977,0.192,0.1917,curve,roam_curve_left,0
9530,95.3,-0.211,0.5747,0.6122,0.1853,1.3878,0.1718,0.1718,curve,roam_curve_left,0
9540,95.4,-0.2088,0.5727,0.6095,0.1892,1.3905,0.0656,0.0623,turn,roam_pivot_turn,0
9550,95.5,-0.1902,0.5825,0.6128,0.1853,1.3872,0.1904,0.0625,turn,roam_pivot_turn,0
9560,95.6,-0.1705,0.5886,0.6128,0.189,1.3872,0.2029,0.0745,turn,roam_pivot_turn,0
9570,95.7,-0.1468,0.5897,0.6077,0.1878,1.3923,0.2206,-0.0306,turn,roam_pivot_turn,0
9580,95.8,-0.1197,0.5774,0.5896,0.185,1.4104,0.2949,-0.2088,turn,roam_pivot_turn,0
9590,95.9,-0.0919,0.56,0.5675,0.1841,1.4325,0.2707,-0.1812,stop,roam_stance_pause,0
9600,96.0,-0.0666,0.5454,0.5494,0.1885,1.4506,0.2559,-0.1074,stop,roam_stance_pause,0
9610,96.1,-0.042,0.5307,0.5324,0.191,1.4676,0.2319,-0.0955,stop,roam_stance_pause,0
9620,96.2,-0.019,0.515,0.5153,0.188,1.4847,0.1512,-0.092,curve,roam_curve_right,0
9630,96.3,-0.0014,0.5018,0.5018,0.186,1.4982,0.1315,-0.0873,curve,roam_curve_right,0
9640,96.4,0.0132,0.4882,0.4883,0.1849,1.5117,0.1013,-0.0747,curve,roam_curve_right,0
9650,96.5,0.0242,0.4743,0.4749,0.1841,1.5251,0.1145,-0.1001,curve,roam_curve_right,0
9660,96.6,0.0334,0.4598,0.461,0.1848,1.539,0.1184,-0.1076,curve,roam_curve_right,0
9670,96.7,0.042,0.4424,0.4444,0.1847,1.5556,0.1769,-0.1715,curve,roam_curve_right,0
9680,96.8,0.0489,0.4239,0.4267,0.1806,1.5733,0.2007,-0.1911,curve,roam_curve_right,0
9690,96.9,0.0589,0.4019,0.4061,0.1837,1.5939,0.2384,-0.2117,curve,roam_curve_right,0
9700,97.0,0.0719,0.3767,0.3835,0.1837,1.6165,0.2973,-0.2339,curve,roam_curve_right,0
