time_s,phase,x_cm,y_cm,vx_cm_s,vy_cm_s
8.089999999999999858e+00,3.000000000000000000e+00,4.972354627054997422e+02,2.642251680291055393e+00,-4.203384628292717196e+01,-5.889748196910471023e+00
8.099999999999999645e+00,3.000000000000000000e+00,4.968019823870520213e+02,2.735406444497863632e+00,-4.544539279190382075e+01,9.477619686455804882e+00
8.109999999999999432e+00,3.000000000000000000e+00,4.963710208379356459e+02,2.729620264596165136e+00,-4.222730360321446597e+01,-5.372672864948935256e+00
8.120000000000000995e+00,3.000000000000000000e+00,4.959272932337797783e+02,2.827568119350669207e+00,-4.601614892613410746e+01,9.456700727878288859e+00
8.130000000000000782e+00,3.000000000000000000e+00,4.954983500003976360e+02,2.817755740890373506e+00,-4.233129746213905520e+01,-5.553630088267640375e+00
8.140000000000000568e+00,3.000000000000000000e+00,4.950346909889750577e+02,2.930986608918831227e+00,-5.044328742365703278e+01,1.309483520688794833e+01
8.150000000000000355e+00,3.000000000000000000e+00,4.945365537868660795e+02,2.918251202470296235e+00,-5.233993420487635007e+01,-7.025063631197888903e+00
8.160000000000000142e+00,3.000000000000000000e+00,4.939670214642139285e+02,3.023543730117118411e+00,-6.236478280803179075e+01,1.198187288414956697e+01
8.169999999999999929e+00,3.000000000000000000e+00,4.933589652712901170e+02,3.001165317661632859e+00,-6.282898025611465442e+01,-7.742507812202749307e+00
8.179999999999999716e+00,3.000000000000000000e+00,4.926434530244236498e+02,3.093230563024741642e+00,-7.907730230832882512e+01,1.024042336304239242e+01
8.189999999999999503e+00,3.000000000000000000e+00,4.920156800786672875e+02,3.069343303777246401e+00,-5.722977426573433490e+01,-5.821495530559296583e+00
8.199999999999999289e+00,3.000000000000000000e+00,4.912640155397312469e+02,3.099789609979957117e+00,-8.361416586925068373e+01,4.515158005635137251e+00
8.210000000000000853e+00,3.000000000000000000e+00,4.905441588727913995e+02,3.030631648458858241e+00,-7.042177573900232801e+01,-1.051722924648829327e+01
8.220000000000000639e+00,3.000000000000000000e+00,4.897264433404906185e+02,3.040466307407232005e+00,-9.129927908875751541e+01,5.525016680736816177e+00
8.230000000000000426e+00,3.000000000000000000e+00,4.888288501906483816e+02,2.978242843226672765e+00,-8.770014990112041176e+01,-7.661415659403165712e+00
8.240000000000000213e+00,3.000000000000000000e+00,4.878894276883365819e+02,3.010664711551464201e+00,-1.003207601115666563e+02,7.155922567125647227e+00
8.250000000000000000e+00,3.000000000000000000e+00,4.869341666338627306e+02,2.944027173585412438e+00,-9.769598577971746067e+01,-8.035598982336816576e+00
8.259999999999999787e+00,3.000000000000000000e+00,4.859807396270601885e+02,2.979926309474144386e+00,-9.759037512105635415e+01,6.450687758853246301e+00
8.269999999999999574e+00,3.000000000000000000e+00,4.849938221555183873e+02,2.925878081934606634e+00,-1.068824661956159190e+02,-8.374560889188387591e+00
8.279999999999999361e+00,3.000000000000000000e+00,4.840106456879705092e+02,2.971027787833766975e+00,-9.806010981705838958e+01,6.822599789557487249e+00
8.290000000000000924e+00,3.000000000000000000e+00,4.829974261873268802e+02,2.916716271022165241e+00,-1.064705389328675693e+02,-8.406540936969221889e+00
8.300000000000000711e+00,3.000000000000000000e+00,4.819824964619670027e+02,2.959865767675105452e+00,-1.030616677423437295e+02,6.751945150531760476e+00
8.310000000000000497e+00,3.000000000000000000e+00,4.809766961963470635e+02,2.884015934900020284e+00,-1.069061289682442464e+02,-1.014903986996267982e+01
8.320000000000000284e+00,3.000000000000000000e+00,4.799916814060007368e+02,2.929483432419696776e+00,-9.944521424164004486e+01,4.501023998322053465e+00
8.330000000000000071e+00,3.000000000000000000e+00,4.789806054456173570e+02,2.878509496989937855e+00,-1.068197657682540012e+02,-7.387375671561368762e+00
8.339999999999999858e+00,3.000000000000000000e+00,4.780286640806661467e+02,2.904019660081593734e+00,-9.418923541981901337e+01,3.874680086713432114e+00
8.349999999999999645e+00,3.000000000000000000e+00,4.770184771165496613e+02,2.855113466287713564e+00,-1.081884833983017131e+02,-7.921799773352971918e+00
8.359999999999999432e+00,3.000000000000000000e+00,4.760324148320681843e+02,2.874215421062644271e+00,-9.603330279369063760e+01,3.274894403868993997e+00
8.370000000000000995e+00,3.000000000000000000e+00,4.750035652654327691e+02,2.811151185365601268e+00,-1.118178023945839357e+02,-9.444596450679068056e+00
8.380000000000000782e+00,3.000000000000000000e+00,4.739868622476179212e+02,2.829818597220744358e+00,-1.017197838947796242e+02,4.754281808220134131e+00
8.390000000000000568e+00,3.000000000000000000e+00,4.729517727671819216e+02,2.760547303380330053e+00,-1.102369847745863041e+02,-9.615823752724139695e+00
8.400000000000000355e+00,3.000000000000000000e+00,4.719399802473985801e+02,2.778032018958373595e+00,-1.023768672906831227e+02,5.026334616312516879e+00
8.410000000000000142e+00,3.000000000000000000e+00,4.708953719362226025e+02,2.703945200283467631e+00,-1.095157145021949106e+02,-9.410389487459642766e+00
8.419999999999999929e+00,3.000000000000000000e+00,4.699072491211470606e+02,2.718137675935141662e+00,-1.002439695820684449e+02,3.136901051158841991e+00
8.429999999999999716e+00,3.000000000000000000e+00,4.688732802377717235e+02,2.671655097736260753e+00,-1.061735907793437406e+02,-5.838837903051671496e+00
8.439999999999999503e+00,3.000000000000000000e+00,4.678460390608618695e+02,2.683811080375494651e+00,-1.044393215204962360e+02,3.054064755075664550e+00
8.449999999999999289e+00,3.000000000000000000e+00,4.668309638673418931e+02,2.655619504497070960e+00,-1.010932256609666098e+02,-3.128826239798995879e+00
8.460000000000000853e+00,3.000000000000000000e+00,4.657752014542042502e+02,2.663871058604676101e+00,-1.071743857882856474e+02,-5.014448022188798815e-01
8.470000000000000639e+00,3.000000000000000000e+00,4.647252681540199433e+02,2.658077155321208807e+00,-1.034816577888184810e+02,-2.601518722687773053e-02
8.480000000000000426e+00,3.000000000000000000e+00,4.636374818497512251e+02,2.665618180525714198e+00,-1.110230556240528870e+02,1.262730723616389827e+00
8.490000000000000213e+00,3.000000000000000000e+00,4.625459805118110239e+02,2.683484266242026184e+00,-1.104427297679547024e+02,2.212519697671739838e+00
8.500000000000000000e+00,3.000000000000000000e+00,4.614424668591300360e+02,2.708473807576551096e+00,-1.099951800621712863e+02,2.807916270470953268e+00
8.509999999999999787e+00,3.000000000000000000e+00,4.603706705475605077e+02,2.746115018908068528e+00,-1.052578442497258635e+02,4.665768328795520503e+00
8.519999999999999574e+00,3.000000000000000000e+00,4.593109968798698901e+02,2.766850957617956297e+00,-1.061174479671638977e+02,9.709681329916404202e-01
8.529999999999999361e+00,3.000000000000000000e+00,4.582300496320705179e+02,2.791814788036970363e+00,-1.114667253405803251e+02,1.681298231194427562e+00
8.540000000000000924e+00,3.000000000000000000e+00,4.571305882630443875e+02,2.801270774559681875e+00,-1.113002168795334796e+02,9.663677546423354858e-01
8.550000000000000711e+00,3.000000000000000000e+00,4.560128353346212293e+02,2.814476828123074981e+00,-1.116147729426001121e+02,1.608871292964068944e+00
8.560000000000000497e+00,3.000000000000000000e+00,4.548957083284556688e+02,2.832766825351360929e+00,-1.116843649993655134e+02,2.046270438308630535e+00
8.570000000000000284e+00,3.000000000000000000e+00,4.537812725865823040e+02,2.851563706521789143e+00,-1.110567859172121956e+02,1.781186156095920792e+00
8.580000000000000071e+00,3.000000000000000000e+00,4.526950263347439432e+02,2.873336634514244370e+00,-1.069577954646857734e+02,2.436689779450578630e+00
8.589999999999999858e+00,3.000000000000000000e+00,4.516043982267744923e+02,2.885252496751439466e+00,-1.118608112338980618e+02,1.125844531948665628e+00
8.599999999999999645e+00,3.000000000000000000e+00,4.505121703582386203e+02,2.904435464658186472e+00,-1.071511331346326727e+02,2.231657970200259911e+00
8.609999999999999432e+00,3.000000000000000000e+00,4.494070585526073387e+02,2.912528219700946774e+00,-1.125146778906437106e+02,1.812445336991267419e-01
8.620000000000000995e+00,3.000000000000000000e+00,4.483141382054365636e+02,2.929833272027342339e+00,-1.073183220684803274e+02,2.118339670383869056e+00
8.630000000000000782e+00,3.000000000000000000e+00,4.472012081179789220e+02,2.934196865596546022e+00,-1.119171818389041988e+02,2.975462619349255045e-01
8.640000000000000568e+00,3.000000000000000000e+00,4.460788443401428367e+02,2.940153062536582595e+00,-1.123649672290835753e+02,6.359533160586020584e-01
8.650000000000000355e+00,3.000000000000000000e+00,4.449719030669734252e+02,2.949107189803288787e+00,-1.092640688273964287e+02,1.028806562138022684e+00
8.660000000000000142e+00,3.000000000000000000e+00,4.438546332469216509e+02,2.963747214173728217e+00,-1.154207707822849898e+02,4.959520664042754157e-01
8.669999999999999929e+00,3.000000000000000000e+00,4.427194608099095490e+02,2.970972289678744716e+00,-1.117909267889425280e+02,1.006800006094374034e+00
8.679999999999999716e+00,3.000000000000000000e+00,4.415594681512899911e+02,2.979232368295346323e+00,-1.181092041494766107e+02,7.909519193456879815e-01
8.689999999999999503e+00,3.000000000000000000e+00,4.403912876360193991e+02,2.980718787890908494e+00,-1.175024061958086321e+02,-2.216084734810969126e-01
8.700000000000001066e+00,3.000000000000000000e+00,4.392236684487771754e+02,2.975690155834851414e+00,-1.161435431856090901e+02,-7.478369083669561546e-01
8.710000000000000853e+00,3.000000000000000000e+00,4.380696662533998733e+02,2.965872693970474039e+00,-1.150006772017556358e+02,-1.087550588676186480e+00
8.720000000000000639e+00,3.000000000000000000e+00,4.369721748250220799e+02,2.959588261420736721e+00,-1.057237610940947121e+02,-3.354873825110052943e-01
8.730000000000000426e+00,3.000000000000000000e+00,4.358451196781514909e+02,2.947528015237960819e+00,-1.167612241479349962e+02,-1.517316887362569755e+00
8.740000000000000213e+00,3.000000000000000000e+00,4.347143871231202752e+02,2.941460989943185833e+00,-1.149723980407447783e+02,-8.431395871466733638e-01
8.750000000000000000e+00,3.000000000000000000e+00,4.335613926038485602e+02,2.931876412318149328e+00,-1.151953431183090828e+02,-7.602337618090101445e-01
8.759999999999999787e+00,3.000000000000000000e+00,4.324029120929333772e+02,2.923925417296409979e+00,-1.158414815174949837e+02,-6.792837071133819293e-01
8.769999999999999574e+00,3.000000000000000000e+00,4.312473391344695983e+02,2.917452052550784991e+00,-1.152893923800509981e+02,-6.229645880595495733e-01
8.779999999999999361e+00,3.000000000000000000e+00,4.300995882642999959e+02,2.910358796546349325e+00,-1.143884861965296409e+02,-7.445489894870008785e-01
8.790000000000000924e+00,3.000000000000000000e+00,4.289839203208690606e+02,2.899167030226201369e+00,-1.097929799422639974e+02,-1.482391621895277289e+00
8.800000000000000711e+00,3.000000000000000000e+00,4.278497562599534945e+02,2.889607922987743827e+00,-1.156757713498859630e+02,-6.876808151000249891e-01
8.810000000000000497e+00,3.000000000000000000e+00,4.267051201399793854e+02,2.878173014591322243e+00,-1.161579511200019823e+02,-8.759215340137818107e-01
8.820000000000000284e+00,3.000000000000000000e+00,4.255592610294583551e+02,2.877813545588378208e+00,-1.125928127424865295e+02,4.582115056122035290e-01
8.830000000000000071e+00,3.000000000000000000e+00,4.243979687585807596e+02,2.871028854508239636e+00,-1.181086342345928841e+02,-1.062655834131631449e+00
8.839999999999999858e+00,3.000000000000000000e+00,4.232448235157568774e+02,2.870274879161250681e+00,-1.135832839574275681e+02,4.388158311537900813e-01
8.849999999999999645e+00,3.000000000000000000e+00,4.220572035880432509e+02,2.856762462125895130e+00,-1.184258159202347969e+02,-1.131276136478819083e+00
8.859999999999999432e+00,3.000000000000000000e+00,4.208792314651116726e+02,2.849778516906905423e+00,-1.174075009837412438e+02,-5.615151786519074761e-01
8.870000000000000995e+00,3.000000000000000000e+00,4.197103445956590235e+02,2.846174534740744999e+00,-1.165158939180640942e+02,-2.012099769586587761e-01
8.880000000000000782e+00,3.000000000000000000e+00,4.185705734628510299e+02,2.841943356383605845e+00,-1.121415854673930568e+02,-5.851381743100999566e-01
8.890000000000000568e+00,3.000000000000000000e+00,4.174104002758371053e+02,2.844309117465475989e+00,-1.184026476188160046e+02,7.152399583090437440e-01
8.900000000000000355e+00,3.000000000000000000e+00,4.162674599664716766e+02,2.853652593731109022e+00,-1.137984934370743986e+02,1.684267832840741885e+00
8.910000000000000142e+00,3.000000000000000000e+00,4.150903265724379594e+02,2.860135859048773543e+00,-1.195679948462886415e+02,1.830928520633313128e-01
8.919999999999999929e+00,3.000000000000000000e+00,4.139199763617453414e+02,2.871749901958743134e+00,-1.152473586442299052e+02,1.583740849132342365e+00
8.929999999999999716e+00,3.000000000000000000e+00,4.127358713327118380e+02,2.877917501297486691e+00,-1.205737567930423637e+02,1.431917102918435492e-01
8.939999999999999503e+00,3.000000000000000000e+00,4.115433709104747777e+02,2.887937669411152264e+00,-1.199424098195714237e+02,9.940190964622387382e-01
8.950000000000001066e+00,3.000000000000000000e+00,4.103698555762677529e+02,2.894818579762663102e+00,-1.153841016933739922e+02,5.742613124039502859e-01
8.960000000000000853e+00,3.000000000000000000e+00,4.091712826291844749e+02,2.916490979972967246e+00,-1.196019595306669459e+02,2.227005175178881302e+00
8.970000000000000639e+00,3.000000000000000000e+00,4.079786388927851135e+02,2.936094685517133485e+00,-1.190835663029736935e+02,1.868795680817189941e+00
8.980000000000000426e+00,3.000000000000000000e+00,4.068058692484882499e+02,2.959216624398836260e+00,-1.158868902722956449e+02,2.676787819995283257e+00
8.990000000000000213e+00,3.000000000000000000e+00,4.056079790315010314e+02,2.973719646796932459e+00,-1.216630987740281711e+02,8.500246196853266101e-01
9.000000000000000000e+00,3.000000000000000000e+00,4.044221324600617891e+02,2.995388045993093940e+00,-1.167157181200798135e+02,2.749698563963043796e+00
9.009999999999999787e+00,3.000000000000000000e+00,4.032176512447005621e+02,3.009388120950927004e+00,-1.210184245559778162e+02,1.452382843058412032e+00
9.019999999999999574e+00,3.000000000000000000e+00,4.020102100309055686e+02,3.026266496759428382e+00,-1.205138995386091665e+02,1.718639450438101290e+00
9.029999999999999361e+00,3.000000000000000000e+00,4.008371668223782649e+02,3.044982552173002066e+00,-1.153838989790482401e+02,1.764057819455058684e+00
9.040000000000000924e+00,3.000000000000000000e+00,3.996492392998944183e+02,3.065740618569825049e+00,-1.206012925748931082e+02,2.346494019228255734e+00
9.050000000000000711e+00,3.000000000000000000e+00,3.984537046821926651e+02,3.087777594998910580e+00,-1.193763095461194155e+02,2.327598045746646083e+00
9.060000000000000497e+00,3.000000000000000000e+00,3.972587759081027343e+02,3.112092386753764650e+00,-1.194135295807782455e+02,2.538456137201881013e+00
9.070000000000000284e+00,3.000000000000000000e+00,3.960607594248633632e+02,3.139239760341229424e+00,-1.198229416470639563e+02,2.808847253085020146e+00
9.080000000000000071e+00,3.000000000000000000e+00,3.948654397454473042e+02,3.166987889219463614e+00,-1.194796203708153399e+02,2.760064019590626749e+00
9.089999999999999858e+00,3.000000000000000000e+00,3.936922483297635154e+02,3.203324976960971071e+00,-1.158838470734750530e+02,4.247091997290378451e+00
9.099999999999999645e+00,3.000000000000000000e+00,3.925019857111963688e+02,3.231467645433574898e+00,-1.208171841824728716e+02,2.221591232132300142e+00
9.109999999999999432e+00,3.000000000000000000e+00,3.913340641068424475e+02,3.261154713493060076e+00,-1.156735620340909776e+02,2.644966606377459506e+00
9.120000000000000995e+00,3.000000000000000000e+00,3.901460489594732621e+02,3.292432656641468114e+00,-1.206130700461270493e+02,3.474637089672298451e+00
9.130000000000000782e+00,3.000000000000000000e+00,3.889452775394379387e+02,3.326908542616390463e+00,-1.199396216184163393e+02,3.535929264916321202e+00
9.140000000000000568e+00,3.000000000000000000e+00,3.877458037588529010e+02,3.361688296744622217e+00,-1.197181019861363325e+02,3.542267413854633507e+00
9.150000000000000355e+00,3.000000000000000000e+00,3.865512330203133047e+02,3.400002096493915715e+00,-1.194011814173854447e+02,3.750362736525902019e+00
9.160000000000000142e+00,3.000000000000000000e+00,3.853580576254328776e+02,3.434750482050864306e+00,-1.193412527505276870e+02,3.417348164881818029e+00
9.169999999999999929e+00,3.000000000000000000e+00,3.841844946019913323e+02,3.478603605266055609e+00,-1.158875526492374917e+02,5.078529429239779347e+00
9.179999999999999716e+00,3.000000000000000000e+00,3.829887868466335021e+02,3.507076255118654728e+00,-1.218661581378971164e+02,1.697177173044939646e+00
9.189999999999999503e+00,3.000000000000000000e+00,3.818197080625382114e+02,3.537401419397434577e+00,-1.135238346276168784e+02,3.449633129905941953e+00
9.200000000000001066e+00,3.000000000000000000e+00,3.806093352177412044e+02,3.546819887628390067e+00,-1.236801381980536974e+02,6.476503592978063439e-01
9.210000000000000853e+00,3.000000000000000000e+00,3.793859721289490494e+02,3.556391394020921748e+00,-1.229318584850869627e+02,9.096085083320468723e-01
9.220000000000000639e+00,3.000000000000000000e+00,3.781634402766592302e+02,3.565308707497310436e+00,-1.216494357910340653e+02,9.863173899706787484e-01
9.230000000000000426e+00,3.000000000000000000e+00,3.769488826507102317e+02,3.571226080172396067e+00,-1.212617743114786606e+02,5.993146667807954797e-01
9.240000000000000213e+00,3.000000000000000000e+00,3.757377344814160551e+02,3.576725599400968569e+00,-1.210225384862239082e+02,5.248931822179287998e-01
9.250000000000000000e+00,3.000000000000000000e+00,3.745288100292315221e+02,3.582621516127228123e+00,-1.206820501053615686e+02,6.697310475551980780e-01
9.259999999999999787e+00,3.000000000000000000e+00,3.733487836464184966e+02,3.599004784646542277e+00,-1.161241625986075547e+02,2.362909363997085954e+00
9.269999999999999574e+00,3.000000000000000000e+00,3.721610117952423025e+02,3.614269417004992935e+00,-1.206717104502730251e+02,1.011645182181059477e+00
9.279999999999999361e+00,3.000000000000000000e+00,3.709919878122882437e+02,3.632774889985693978e+00,-1.158506510762920243e+02,1.669407677624764164e+00
9.290000000000000924e+00,3.000000000000000000e+00,3.697920582608439872e+02,3.656951311374767588e+00,-1.223650481329382274e+02,2.997372392965393484e+00
9.300000000000000711e+00,3.000000000000000000e+00,3.685789636682791865e+02,3.689950762186076094e+00,-1.230448158943026726e+02,3.811280286310527732e+00
9.310000000000000497e+00,3.000000000000000000e+00,3.673446772070404336e+02,3.732734886122923701e+00,-1.230911581260488958e+02,4.570345500712496012e+00
9.320000000000000284e+00,3.000000000000000000e+00,3.661195610036085668e+02,3.778218774170609251e+00,-1.221918531571765527e+02,4.572454559938416985e+00
9.330000000000000071e+00,3.000000000000000000e+00,3.649033293041135266e+02,3.821102955369242604e+00,-1.212390961431584628e+02,4.093270949456853991e+00
9.339999999999999858e+00,3.000000000000000000e+00,3.636949298385754332e+02,3.860285424345139660e+00,-1.205673318092789827e+02,3.765180879631674138e+00
9.349999999999999645e+00,3.000000000000000000e+00,3.625348089239306546e+02,3.908485376306578107e+00,-1.126608194431266696e+02,5.604594864075405525e+00
9.359999999999999432e+00,3.000000000000000000e+00,3.613370936059768042e+02,3.944049085657388876e+00,-1.238758076569083926e+02,2.678298912018921563e+00
9.370000000000000995e+00,3.000000000000000000e+00,3.601276795080095212e+02,3.984623633073348437e+00,-1.221170585455610365e+02,3.217746001958573299e+00
9.380000000000000782e+00,3.000000000000000000e+00,3.589085281695235494e+02,4.012121218514860033e+00,-1.214065220937605005e+02,2.758797610997726135e+00
9.390000000000000568e+00,3.000000000000000000e+00,3.576997556682711092e+02,4.036969679098972641e+00,-1.204095366305116670e+02,2.334506439817067402e+00
9.400000000000000355e+00,3.000000000000000000e+00,3.564985498583174035e+02,4.057013311507770226e+00,-1.198750455709921994e+02,1.822926751682291791e+00
9.410000000000000142e+00,3.000000000000000000e+00,3.553183387900141383e+02,4.070048228815489111e+00,-1.195695533972249507e+02,1.406158749825273002e+00
9.419999999999999929e+00,3.000000000000000000e+00,3.541353102434320590e+02,4.086149417695525088e+00,-1.166657146333453881e+02,1.914135444759098137e+00
9.429999999999999716e+00,3.000000000000000000e+00,3.529295824466544218e+02,4.093430757210775539e+00,-1.227957334460199519e+02,1.421503904063908252e-01
9.439999999999999503e+00,3.000000000000000000e+00,3.517293066612864436e+02,4.103965431531482189e+00,-1.181119682899659296e+02,1.450350534279783332e+00
9.450000000000001066e+00,3.000000000000000000e+00,3.505024325493683932e+02,4.105932112910918086e+00,-1.221406239872747221e+02,6.699640905477237673e-01
9.460000000000000853e+00,3.000000000000000000e+00,3.492876483751585397e+02,4.119092244822690319e+00,-1.211019078604844310e+02,1.644469708386299356e+00
9.470000000000000639e+00,3.000000000000000000e+00,3.480780153730354982e+02,4.138815373987998925e+00,-1.208486785440576909e+02,2.238399304439557369e+00
9.480000000000000426e+00,3.000000000000000000e+00,3.468680970774448724e+02,4.161917502909064481e+00,-1.210327995583976701e+02,2.483966906342978564e+00
9.490000000000000213e+00,3.000000000000000000e+00,3.456805550441177957e+02,4.199505807381908262e+00,-1.171879442683540873e+02,4.764759643963421887e+00
9.500000000000000000e+00,3.000000000000000000e+00,3.444707589968803063e+02,4.221935180829471612e+00,-1.230905963845774664e+02,1.349527391433748225e+00
9.509999999999999787e+00,3.000000000000000000e+00,3.432789123416024495e+02,4.249256503561092302e+00,-1.173700639014417106e+02,2.500342325258443132e+00
9.519999999999999574e+00,3.000000000000000000e+00,3.420662854995917996e+02,4.274674507935985801e+00,-1.217384450917060406e+02,2.704048713492031908e+00
9.529999999999999361e+00,3.000000000000000000e+00,3.408506890252002677e+02,4.304208662688736808e+00,-1.213107216277772977e+02,3.142897695364564647e+00
9.540000000000000924e+00,3.000000000000000000e+00,3.396429737267022233e+02,4.340865340753703450e+00,-1.203399528893279467e+02,3.978834776543402896e+00
9.550000000000000711e+00,3.000000000000000000e+00,3.384422862522907280e+02,4.378726798443842050e+00,-1.198408162793600127e+02,3.866785882111630102e+00
9.560000000000000497e+00,3.000000000000000000e+00,3.372680576153135803e+02,4.428448719254310717e+00,-1.156769631577369495e+02,5.835412521810439124e+00
9.570000000000000284e+00,3.000000000000000000e+00,3.361027599269010580e+02,4.463413788451226161e+00,-1.167318705789845126e+02,2.416889373206936753e+00
9.580000000000000071e+00,3.000000000000000000e+00,3.349086810100091043e+02,4.510462503302297144e+00,-1.176227607539534148e+02,4.991570268773086738e+00
9.589999999999999858e+00,3.000000000000000000e+00,3.337036162925647318e+02,4.534622328486967113e+00,-1.225170932263346799e+02,1.204466448072468943e+00
9.599999999999999645e+00,3.000000000000000000e+00,3.324869857140095064e+02,4.555697753139567929e+00,-1.213441285049740941e+02,2.118471503564883562e+00
9.609999999999999432e+00,3.000000000000000000e+00,3.312778262413984294e+02,4.578393912228614582e+00,-1.205815238965175098e+02,2.395671417960903771e+00
9.620000000000000995e+00,3.000000000000000000e+00,3.300778730585601579e+02,4.598659413265150597e+00,-1.196332736013196154e+02,1.910147083964390147e+00
9.630000000000000782e+00,3.000000000000000000e+00,3.289068845895990307e+02,4.621229578226489387e+00,-1.152329813522868989e+02,2.544810697957800461e+00
9.640000000000000568e+00,3.000000000000000000e+00,3.277262877289071525e+02,4.637686849846519799e+00,-1.199827598300356328e+02,1.337603937603632387e+00
9.650000000000000355e+00,3.000000000000000000e+00,3.265539443212113042e+02,4.657735785030897802e+00,-1.151329602186377770e+02,2.255474238466517622e+00
9.660000000000000142e+00,3.000000000000000000e+00,3.253647212920835159e+02,4.666789471983402215e+00,-1.211329747751837829e+02,2.751678827868762056e-01
9.669999999999999929e+00,3.000000000000000000e+00,3.241675670435952838e+02,4.677494081370058510e+00,-1.197435498008467789e+02,7.382736689361033555e-01
9.679999999999999716e+00,3.000000000000000000e+00,3.229734246948822829e+02,4.685678122252530997e+00,-1.192186028900680412e+02,9.392970951093815302e-01
9.689999999999999503e+00,3.000000000000000000e+00,3.218023132542264193e+02,4.695659555755038461e+00,-1.155137883819521818e+02,1.083721593152043416e+00
9.700000000000001066e+00,3.000000000000000000e+00,3.206226917996719976e+02,4.721782857935361122e+00,-1.190767018879445089e+02,3.721517611442093365e+00
9.710000000000000853e+00,3.000000000000000000e+00,3.194194917676069281e+02,4.731763333336929556e+00,-1.193832851758442501e+02,8.229894487646955969e-01
9.720000000000000639e+00,3.000000000000000000e+00,3.181773724273709831e+02,4.745933244429337172e+00,-1.238828329183379537e+02,1.666120664349591385e+00
9.730000000000000426e+00,3.000000000000000000e+00,3.169419061452076107e+02,4.760432715378406066e+00,-1.231531163124954844e+02,1.344557337221148119e+00
9.740000000000000213e+00,3.000000000000000000e+00,3.157177373452798861e+02,4.770841087688114435e+00,-1.219013022038250256e+02,8.015634998112616261e-01
9.750000000000000000e+00,3.000000000000000000e+00,3.145045159175555227e+02,4.775977974839382689e+00,-1.209755471922403558e+02,2.913776867899882661e-01
9.759999999999999787e+00,3.000000000000000000e+00,3.133419756052741718e+02,4.783573063348218746e+00,-1.154185290827815606e+02,1.536568132124179975e+00
9.769999999999999574e+00,3.000000000000000000e+00,3.121487764419793507e+02,4.784883412980141415e+00,-1.211857754794576181e+02,-6.116317577087067026e-01
9.779999999999999361e+00,3.000000000000000000e+00,3.109646660690904127e+02,4.788097055997179829e+00,-1.165344880499371953e+02,7.613911464939868701e-01
9.790000000000000924e+00,3.000000000000000000e+00,3.097585716988762101e+02,4.782629098520321698e+00,-1.212812883886834783e+02,-5.293340970287419012e-01
9.800000000000000711e+00,3.000000000000000000e+00,3.085412241176434236e+02,4.778385246880071158e+00,-1.217197486174302412e+02,-3.861188212350118998e-01
9.810000000000000497e+00,3.000000000000000000e+00,3.073266439648050437e+02,4.775706087256546439e+00,-1.211574297281646722e+02,-1.767139288115595341e-01
9.820000000000000284e+00,3.000000000000000000e+00,3.061265317306089742e+02,4.777934353701731141e+00,-1.203781831246385678e+02,-3.463201929601996132e-01
9.830000000000000071e+00,3.000000000000000000e+00,3.049503774682799531e+02,4.769702522130385702e+00,-1.156631579808110359e+02,-1.177921889878939199e+00
9.839999999999999858e+00,3.000000000000000000e+00,3.037518760505159889e+02,4.764525617109230282e+00,-1.206774710935298458e+02,-4.678400584613482960e-01
9.849999999999999645e+00,3.000000000000000000e+00,3.025606163196573561e+02,4.763504972736038567e+00,-1.176916007043525383e+02,3.452794944852524694e-01
9.859999999999999432e+00,3.000000000000000000e+00,3.013416811890071472e+02,4.757805320426553131e+00,-1.238387311702109344e+02,-1.067194618534818007e+00
9.870000000000000995e+00,3.000000000000000000e+00,3.001324233450346242e+02,4.755662328803078154e+00,-1.189964920217671676e+02,1.889567459634478030e-01
9.880000000000000782e+00,3.000000000000000000e+00,2.989017842710193804e+02,4.742058114640767208e+00,-1.251157060295236221e+02,-1.615837805807997185e+00
9.890000000000000568e+00,3.000000000000000000e+00,2.976746304884608776e+02,4.735045551379092998e+00,-1.236874742373794618e+02,-1.058973015647854288e+00
9.900000000000000355e+00,3.000000000000000000e+00,2.964394988260748960e+02,4.723238780455096375e+00,-1.229618292575217993e+02,-1.139610289645726970e+00
9.910000000000000142e+00,3.000000000000000000e+00,2.952154456971084073e+02,4.711221179584540231e+00,-1.220579408886371340e+02,-1.256162568818686154e+00
9.919999999999999929e+00,3.000000000000000000e+00,2.940205670585398252e+02,4.693370757901266899e+00,-1.177162602165171990e+02,-2.191716167418049199e+00
9.929999999999999716e+00,3.000000000000000000e+00,2.928198042265461254e+02,4.682249962334072535e+00,-1.193276069588499126e+02,-7.644528277398526805e-01
9.939999999999999503e+00,3.000000000000000000e+00,2.915913875705273313e+02,4.662980949116618312e+00,-1.246453653610827956e+02,-2.524214444366676524e+00
9.950000000000001066e+00,3.000000000000000000e+00,2.903778504755771905e+02,4.648020180331227102e+00,-1.194394036361048563e+02,-1.308713131241374672e+00
9.960000000000000853e+00,3.000000000000000000e+00,2.891422539836336796e+02,4.620091644140219778e+00,-1.238185529426389877e+02,-2.704952336996152340e+00
9.970000000000000639e+00,3.000000000000000000e+00,2.879073539313270658e+02,4.599381721440315651e+00,-1.232010616693934395e+02,-1.710257184577953282e+00
9.980000000000000426e+00,3.000000000000000000e+00,2.866771120778959698e+02,4.587659460682560031e+00,-1.228985851531310800e+02,-7.717068339706690816e-01
